"sample","stromal","immune","estimate","purity","type","sam","cancer_type"
"02OV029_r",-1177.59914148052,13.8152207516029,-1163.78392072891,0.907224875554222,"r","02OV029","ovary"
"02OV032_r",817.457992914945,2657.27423380012,3474.73222671507,0.440143734720923,"r","02OV032","ovary"
"02OV035_r",-1137.93777358499,-1305.09313159781,-2443.0309051828,0.969802014043425,"r","02OV035","ovary"
"02OV036_r",-267.20633940179,-459.25686761521,-726.463207017001,0.878372022348104,"r","02OV036","ovary"
"02OV040_r",1141.1520147268,1605.68296996797,2746.83498469477,0.533392010786085,"r","02OV040","ovary"
"02OV041_r",-1665.08715087402,-758.6059552342,-2423.69310610822,0.969105800376166,"r","02OV041","ovary"
"02OV042_r",-555.818636940094,2536.02012621405,1980.20148927395,0.625005451688252,"r","02OV042","ovary"
"02OV044_r",-1748.48737298851,-780.76149865127,-2529.24887163978,0.972810933552209,"r","02OV044","ovary"
"02OV045_r",572.828928516193,1679.27938753488,2252.10831605108,0.593359243092088,"r","02OV045","ovary"
"02OV046_r",-1018.62226828056,914.026208894608,-104.596059385949,0.831144410831894,"r","02OV046","ovary"
"04OV001_r",803.436368656192,-1279.25876800716,-475.822399350964,0.860196226685212,"r","04OV001","ovary"
"04OV004_r",392.206054862328,1641.4770424846,2033.68309734692,0.618858010713108,"r","04OV004","ovary"
"04OV005_r",2528.12562489313,773.990755082271,3302.1163799754,0.462751704836167,"r","04OV005","ovary"
"04OV008_r",1742.11544241047,798.509748438325,2540.62519084879,0.558747523991655,"r","04OV008","ovary"
"04OV011_r",-1386.6783175615,-3329.86625520625,-4716.54457276775,0.996187690432043,"r","04OV011","ovary"
"04OV012_r",2363.10051547819,2446.63813863697,4809.73865411516,0.256882710570467,"r","04OV012","ovary"
"04OV013_r",219.089921617913,-1372.86873803933,-1153.77881642142,0.906606122739944,"r","04OV013","ovary"
"04OV017_r",-1175.95716934687,-1843.81132578499,-3019.76849513186,0.986951761104948,"r","04OV017","ovary"
"04OV018_r",1843.53370912958,978.258384425892,2821.79209355547,0.524052964911893,"r","04OV018","ovary"
"04OV021_r",2468.96998539253,2197.68159681825,4666.65158221078,0.277123257052124,"r","04OV021","ovary"
"04OV023_r",1875.38907955963,2397.62100457129,4273.01008413092,0.332148810230812,"r","04OV023","ovary"
"04OV024_r",-2264.61181197204,-1969.81886441627,-4234.4306763883,0.999862586412612,"r","04OV024","ovary"
"04OV027_r",1794.97731764399,2297.65455736934,4092.63187501333,0.357003697494084,"r","04OV027","ovary"
"04OV028_r",2044.00268723864,1226.94119120269,3270.94387844133,0.466803203711076,"r","04OV028","ovary"
"04OV031_r",886.224145485809,179.841372823718,1066.06551830953,0.723820268539232,"r","04OV031","ovary"
"04OV033_r",1884.70482771133,1791.83530291327,3676.54013062459,0.413355165624048,"r","04OV033","ovary"
"04OV036_r",864.497541793206,212.019580558162,1076.51712235137,0.722760854452583,"r","04OV036","ovary"
"04OV037_r",33.0384432690013,-540.326525745128,-507.288082476127,0.862542459498868,"r","04OV037","ovary"
"04OV039_r",1213.60604211176,-866.32369534747,347.282346764294,0.792460194894733,"r","04OV039","ovary"
"04OV040_r",55.9918634788147,-1329.42204465788,-1273.43018117907,0.913877293135329,"r","04OV040","ovary"
"04OV041_r",1345.54053445468,-289.602598597339,1055.93793585734,0.724845213355172,"r","04OV041","ovary"
"04OV044_r",81.1557933584354,1548.15750486923,1629.31329822767,0.664365701497151,"r","04OV044","ovary"
"04OV045_r",2308.93644121438,1614.41199757221,3923.3484387866,0.380102475578062,"r","04OV045","ovary"
"04OV048_r",-99.5115619210712,1953.02233470081,1853.51077277974,0.639413527291824,"r","04OV048","ovary"
"04OV049_r",1846.49418066303,-625.236149874572,1221.25803078846,0.707915565778542,"r","04OV049","ovary"
"04OV050_r",-1985.74233888488,-2065.56318820083,-4051.30552708571,0.999946929246834,"r","04OV050","ovary"
"04OV051_r",26.1619463969392,321.560203214939,347.722149611878,0.792420817820052,"r","04OV051","ovary"
"04OV053_r",-36.2604185757556,-136.635698451642,-172.896117027398,0.836677379579659,"r","04OV053","ovary"
"04OV054_r",-2144.27829457715,-1936.33805509199,-4080.61634966914,0.999981999713091,"r","04OV054","ovary"
"04OV055_r",1648.29234489792,194.186582806298,1842.47892770422,0.640657744321775,"r","04OV055","ovary"
"04OV057_r",-757.382403427624,-256.310653400932,-1013.69305682856,0.897737952006152,"r","04OV057","ovary"
"04OV058_r",-1052.80716506975,-874.385463234174,-1927.19262830392,0.948573470332384,"r","04OV058","ovary"
"04OV063_r",103.406428667902,517.002424725946,620.408853393848,0.767377010791163,"r","04OV063","ovary"
"11OV002_r",589.270799082902,2082.48319229152,2671.75399137442,0.542681757820129,"r","11OV002","ovary"
"11OV009_r",-856.981813699181,-3509.9218287322,-4366.90364243139,0.999351220400469,"r","11OV009","ovary"
"13OV003_r",116.39101588427,250.224726798685,366.615742682956,0.790726092655629,"r","13OV003","ovary"
"13OV004_r",876.715213488973,1075.74964991606,1952.46486340503,0.628178492230459,"r","13OV004","ovary"
"14OV011_r",1991.38002513113,972.559232456119,2963.93925758725,0.506169285569481,"r","14OV011","ovary"
"15OV001_r",2536.31253596129,2491.78005134683,5028.09258730812,0.225779826881942,"r","15OV001","ovary"
"17OV001_r",510.508702253111,870.830257815746,1381.33896006886,0.691125076598843,"r","17OV001","ovary"
"17OV002_r",-1190.58320661081,-52.845481034158,-1243.42868764497,0.912080507101358,"r","17OV002","ovary"
"17OV010_r",-444.187806135788,2587.49637913325,2143.30857299747,0.606138318644169,"r","17OV010","ovary"
"17OV011_r",-856.283157871515,-2255.74258717557,-3112.02574504708,0.989041724386051,"r","17OV011","ovary"
"17OV012_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","17OV012","ovary"
"17OV013_r",-1503.17420681818,-1217.89205549718,-2721.06626231536,0.978945559932536,"r","17OV013","ovary"
"17OV014_r",3074.39977032996,2128.05087800794,5202.45064833789,0.200775737123434,"r","17OV014","ovary"
"17OV015_r",2070.47126523576,474.286690120003,2544.75795535576,0.558244310152327,"r","17OV015","ovary"
"17OV017_r",-1002.08555034059,-555.540437321173,-1557.62598766176,0.930013858922179,"r","17OV017","ovary"
"17OV018_r",2316.16630665286,1104.56707497094,3420.7333816238,0.447247168474549,"r","17OV018","ovary"
"17OV019_r",438.076630965034,2715.5405899514,3153.61722091644,0.481963863734783,"r","17OV019","ovary"
"17OV025_r",-8.85100658816396,2698.64615206258,2689.79514547441,0.54045550561067,"r","17OV025","ovary"
"17OV027_r",1352.23246738628,723.092347828923,2075.3248152152,0.614045076566087,"r","17OV027","ovary"
"17OV028_r",-1084.99228906419,-1527.46541114296,-2612.45770020716,0.975567092268939,"r","17OV028","ovary"
"17OV029_r",-2608.32851893769,-2143.48837292487,-4751.81689186256,0.995722670734265,"r","17OV029","ovary"
"17OV030_r",203.664825909998,2808.50208071185,3012.16690662185,0.500051257990545,"r","17OV030","ovary"
"17OV033_r",-2001.72951701155,-2181.96414957952,-4183.69366659107,0.999958317296283,"r","17OV033","ovary"
"17OV034_r",987.616803489554,1869.76052315424,2857.37732664379,0.519597056140683,"r","17OV034","ovary"
"17OV036_r",1237.82697970851,2609.38494542817,3847.21192513667,0.390415661504503,"r","17OV036","ovary"
"17OV039_r",1471.63360078246,-199.888029897156,1271.7455708853,0.702661816306059,"r","17OV039","ovary"
"17OV040_r",2688.04613540741,3801.00071520856,6489.04685061596,0.0132919288440738,"r","17OV040","ovary"
"18OV001_r",-1295.4493295533,-3567.28157362541,-4862.73090317872,0.994086542120737,"r","18OV001","ovary"
"20OV005_r",-1829.52382080263,-2110.92843885655,-3940.45225965917,0.999646918240981,"r","20OV005","ovary"
"22OV001_r",282.260744005242,203.950472050206,486.211216055448,0.779858016399048,"r","22OV001","ovary"
"26OV002_r",574.917522882582,-1002.63950187614,-427.721978993562,0.856574177722571,"r","26OV002","ovary"
"26OV008_r",-1920.56649249354,-2749.61249972353,-4670.17899221707,0.99675833461365,"r","26OV008","ovary"
"26OV009_r",-1904.905274032,-2673.09450077228,-4577.99977480428,0.997755665915067,"r","26OV009","ovary"
"26OV010_r",-1053.23623206551,-435.182009756654,-1488.41824182216,0.926232291338591,"r","26OV010","ovary"
"26OV011_r",1559.17949308951,88.5260983998755,1647.70559148939,0.66234544999225,"r","26OV011","ovary"
"26OV013_r",37.9193507476433,-408.754406225627,-370.835055477984,0.852235388924798,"r","26OV013","ovary"
"TCGA-09-1664_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-09-1664","ovary"
"TCGA-13-1404_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1404","ovary"
"TCGA-13-1409_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1409","ovary"
"TCGA-13-1410_r",1081.41708811423,415.540297540765,1496.957385655,0.678760276178752,"r","TCGA-13-1410","ovary"
"TCGA-13-1482_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1482","ovary"
"TCGA-13-1483_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1483","ovary"
"TCGA-13-1484_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1484","ovary"
"TCGA-13-1485_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1485","ovary"
"TCGA-13-1487_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1487","ovary"
"TCGA-13-1488_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1488","ovary"
"TCGA-13-1489_r",-1570.3772509056,-221.026378507449,-1791.40362941305,0.942075768416146,"r","TCGA-13-1489","ovary"
"TCGA-13-1492_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1492","ovary"
"TCGA-13-1494_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1494","ovary"
"TCGA-13-1495_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1495","ovary"
"TCGA-13-1497_r",87.4847517428732,-640.756850445819,-553.272098702946,0.865938140565299,"r","TCGA-13-1497","ovary"
"TCGA-13-1499_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1499","ovary"
"TCGA-13-1500_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1500","ovary"
"TCGA-13-1501_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1501","ovary"
"TCGA-13-1504_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-1504","ovary"
"TCGA-13-1507_r",1573.13311067119,2066.97410948131,3640.1072201525,0.418218894114488,"r","TCGA-13-1507","ovary"
"TCGA-13-1511_r",460.260870241596,-934.950231187266,-474.68936094567,0.860111399294959,"r","TCGA-13-1511","ovary"
"TCGA-13-2059_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-2059","ovary"
"TCGA-13-2060_r",613.535217996766,1796.39557703594,2409.93079503271,0.574554095854313,"r","TCGA-13-2060","ovary"
"TCGA-13-2061_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-2061","ovary"
"TCGA-13-2065_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-2065","ovary"
"TCGA-13-2066_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-2066","ovary"
"TCGA-13-2071_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-13-2071","ovary"
"TCGA-23-1121_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-23-1121","ovary"
"TCGA-23-1122_r",-503.536286187042,-1640.71138704393,-2144.24767323097,0.958176216250933,"r","TCGA-23-1122","ovary"
"TCGA-23-1123_r",283.695956142831,2725.56523486099,3009.26119100382,0.500420581655704,"r","TCGA-23-1123","ovary"
"TCGA-23-1124_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-23-1124","ovary"
"TCGA-24-1103_r",-1782.47632720712,-2172.30728763825,-3954.78361484537,0.99970060387134,"r","TCGA-24-1103","ovary"
"TCGA-24-1104_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-1104","ovary"
"TCGA-24-1105_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-1105","ovary"
"TCGA-24-1416_r",-1641.94719721513,-355.227442134213,-1997.17463934934,0.951775211763001,"r","TCGA-24-1416","ovary"
"TCGA-24-1422_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-1422","ovary"
"TCGA-24-1428_r",64.9083308266889,2140.57245440129,2205.48078522798,0.598854602485911,"r","TCGA-24-1428","ovary"
"TCGA-24-1430_r",124.818236732416,-3529.29945438657,-3404.48121765415,0.994466450583912,"r","TCGA-24-1430","ovary"
"TCGA-24-1431_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-1431","ovary"
"TCGA-24-1435_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-1435","ovary"
"TCGA-24-1436_r",759.521243978547,1351.06027521721,2110.58151919575,0.609952177303539,"r","TCGA-24-1436","ovary"
"TCGA-24-1464_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-1464","ovary"
"TCGA-24-1466_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-1466","ovary"
"TCGA-24-1467_r",-1035.25043856582,-1499.57248537667,-2534.82292394248,0.973000105040329,"r","TCGA-24-1467","ovary"
"TCGA-24-1474_r",-29.9022036721803,561.146870676998,531.244667004818,0.775703192655906,"r","TCGA-24-1474","ovary"
"TCGA-24-1545_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-1545","ovary"
"TCGA-24-1548_r",-1182.04700612142,-1353.30676821677,-2535.35377433819,0.973018087004787,"r","TCGA-24-1548","ovary"
"TCGA-24-1550_r",2309.64859173297,1081.42600349512,3391.07459522809,0.451136792269021,"r","TCGA-24-1550","ovary"
"TCGA-24-1551_r",106.814462717299,2633.48886909655,2740.30333181385,0.534202759270934,"r","TCGA-24-1551","ovary"
"TCGA-24-1552_r",-910.196334202335,-2310.90175800579,-3221.09809220812,0.991278600304431,"r","TCGA-24-1552","ovary"
"TCGA-24-1553_r",1071.28218397807,3700.24862042737,4771.53080440543,0.262298905460904,"r","TCGA-24-1553","ovary"
"TCGA-24-1555_r",-2157.59968716716,-1915.13940970865,-4072.73909687581,0.999974393464159,"r","TCGA-24-1555","ovary"
"TCGA-24-1556_r",369.424345889813,1240.77387918142,1610.19822507123,0.666460212990828,"r","TCGA-24-1556","ovary"
"TCGA-24-1557_r",-1036.28747488953,-1070.47340010933,-2106.76087499887,0.956586982423305,"r","TCGA-24-1557","ovary"
"TCGA-24-1558_r",-1635.86415505105,-2225.1995784722,-3861.06373352324,0.999269405330378,"r","TCGA-24-1558","ovary"
"TCGA-24-1562_r",1338.0039181663,754.407958116449,2092.41187628275,0.612063511682368,"r","TCGA-24-1562","ovary"
"TCGA-24-1563_r",2646.68742300414,1141.0566019003,3787.74402490444,0.398437122325623,"r","TCGA-24-1563","ovary"
"TCGA-24-1603_r",-1280.75887400282,-1699.36192903855,-2980.12080304137,0.985997966665091,"r","TCGA-24-1603","ovary"
"TCGA-24-1604_r",-754.646803024875,-794.53162338423,-1549.17842640911,0.92955741225017,"r","TCGA-24-1604","ovary"
"TCGA-24-1920_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-1920","ovary"
"TCGA-24-1923_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-1923","ovary"
"TCGA-24-1927_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-1927","ovary"
"TCGA-24-2020_r",-847.870544075906,-2612.34064826183,-3460.21119233774,0.995292566919536,"r","TCGA-24-2020","ovary"
"TCGA-24-2023_r",-1023.22211908393,-192.319331210815,-1215.54145029474,0.910394479884916,"r","TCGA-24-2023","ovary"
"TCGA-24-2024_r",932.314367562851,-1084.11282910387,-151.79846154102,0.834977215102057,"r","TCGA-24-2024","ovary"
"TCGA-24-2027_r",-995.171048070664,-2790.46900829745,-3785.64005636812,0.998785042760538,"r","TCGA-24-2027","ovary"
"TCGA-24-2030_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-2030","ovary"
"TCGA-24-2033_r",879.522969927916,-1119.80855756755,-240.285587639629,0.84205416173168,"r","TCGA-24-2033","ovary"
"TCGA-24-2260_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-2260","ovary"
"TCGA-24-2261_r",1857.00748452721,3057.53282970167,4914.54031422889,0.241985469103309,"r","TCGA-24-2261","ovary"
"TCGA-24-2267_r",1468.03067682749,3709.79722975809,5177.82790658558,0.204315153047171,"r","TCGA-24-2267","ovary"
"TCGA-24-2288_r",1806.83178101543,2126.49640038608,3933.32818140151,0.378747107529618,"r","TCGA-24-2288","ovary"
"TCGA-24-2289_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-2289","ovary"
"TCGA-24-2290_r",671.23324372594,1716.12584704515,2387.35909077109,0.577262733490659,"r","TCGA-24-2290","ovary"
"TCGA-24-2295_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-24-2295","ovary"
"TCGA-24-2298_r",1167.05233781532,-1218.32364420921,-51.2713063938902,0.826766485399126,"r","TCGA-24-2298","ovary"
"TCGA-25-1312_r",-392.39256614544,-1038.32298159594,-1430.71554774137,0.923006278285485,"r","TCGA-25-1312","ovary"
"TCGA-25-1313_r",1874.95870053925,2103.76043199182,3978.71913253107,0.372572263175862,"r","TCGA-25-1313","ovary"
"TCGA-25-1318_r",1304.47508242782,-227.239831778231,1077.23525064958,0.722687999767042,"r","TCGA-25-1318","ovary"
"TCGA-25-1319_r",-24.4392662995142,177.350093116126,152.910826816611,0.809537333159825,"r","TCGA-25-1319","ovary"
"TCGA-25-1320_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-25-1320","ovary"
"TCGA-25-1321_r",-1478.78549581265,-1677.65232334393,-3156.43781915658,0.989983167670661,"r","TCGA-25-1321","ovary"
"TCGA-25-1322_r",1411.30123730187,278.688521569259,1689.98975887113,0.657682576915542,"r","TCGA-25-1322","ovary"
"TCGA-25-1323_r",296.873398073643,-2483.16113093846,-2186.28773286482,0.959923968624826,"r","TCGA-25-1323","ovary"
"TCGA-25-1329_r",1578.76010152368,64.6140559607506,1643.37415748443,0.662821659735632,"r","TCGA-25-1329","ovary"
"TCGA-25-1623_r",3425.24384740201,3375.26640426238,6800.51025166439,NA,"r","TCGA-25-1623","ovary"
"TCGA-25-1628_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-25-1628","ovary"
"TCGA-25-1630_r",1216.71348485738,2865.52646935601,4082.23995421339,0.358428174802027,"r","TCGA-25-1630","ovary"
"TCGA-25-1631_r",-793.020008719983,-1951.92514715061,-2744.94515587059,0.979655020195045,"r","TCGA-25-1631","ovary"
"TCGA-25-1635_r",2665.88203785561,1950.52915048662,4616.41118834223,0.284201529040015,"r","TCGA-25-1635","ovary"
"TCGA-25-2396_r",729.81392746353,1365.90451184928,2095.71843931281,0.611679608705245,"r","TCGA-25-2396","ovary"
"TCGA-25-2397_r",-978.838364951253,-838.34878105754,-1817.18714600879,0.943338414154534,"r","TCGA-25-2397","ovary"
"TCGA-25-2399_r",1731.64118563453,1386.82212777694,3118.46331341147,0.486478735808886,"r","TCGA-25-2399","ovary"
"TCGA-25-2400_r",-1308.58462117409,-1474.69430744024,-2783.27892861433,0.980768772200346,"r","TCGA-25-2400","ovary"
"TCGA-25-2404_r",1833.07421900591,290.597965100656,2123.67218410656,0.608428336332554,"r","TCGA-25-2404","ovary"
"TCGA-25-2409_r",1811.74004770309,2131.89659019494,3943.63663789803,0.377346242875017,"r","TCGA-25-2409","ovary"
"TCGA-29-1688_r",1984.63874362672,2928.93423711198,4913.5729807387,0.242123239938768,"r","TCGA-29-1688","ovary"
"TCGA-29-1690_r",1806.6705974443,2589.16722841538,4395.83782585968,0.315089659121052,"r","TCGA-29-1690","ovary"
"TCGA-29-1693_r",1242.41337498329,-236.579688782516,1005.83368620078,0.729892318559178,"r","TCGA-29-1693","ovary"
"TCGA-29-1696_r",-1463.09065734294,-713.136864015844,-2176.22752135879,0.959509055103639,"r","TCGA-29-1696","ovary"
"TCGA-29-1697_r",-2272.3446250325,-2858.44111514706,-5130.78574017956,0.989045458408267,"r","TCGA-29-1697","ovary"
"TCGA-29-1698_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-29-1698","ovary"
"TCGA-29-1702_r",-1338.54962757564,-2653.40761488511,-3991.95724246075,0.999819235824694,"r","TCGA-29-1702","ovary"
"TCGA-29-1705_r",2036.48767244629,456.04461054213,2492.53228298842,0.56458824698826,"r","TCGA-29-1705","ovary"
"TCGA-29-1710_r",2539.07381188201,3649.58984890151,6188.66366078352,0.0573535979642476,"r","TCGA-29-1710","ovary"
"TCGA-29-1711_r",1152.19279149665,2263.25126473598,3415.44405623264,0.44794146422381,"r","TCGA-29-1711","ovary"
"TCGA-29-1762_r",-620.976325830422,-2036.64366153383,-2657.61998736426,0.977002113380256,"r","TCGA-29-1762","ovary"
"TCGA-29-1763_r",822.310962070673,-259.155417879075,563.155544191598,0.772738538464477,"r","TCGA-29-1763","ovary"
"TCGA-29-1766_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-29-1766","ovary"
"TCGA-29-1768_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-29-1768","ovary"
"TCGA-29-1769_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-29-1769","ovary"
"TCGA-29-1770_r",1565.35456016895,-889.783792578739,675.570767590215,0.762160063548502,"r","TCGA-29-1770","ovary"
"TCGA-29-1771_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-29-1771","ovary"
"TCGA-29-1774_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-29-1774","ovary"
"TCGA-29-1775_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-29-1775","ovary"
"TCGA-29-1776_r",724.193334489472,-917.374835097594,-193.181500608122,0.838304520062287,"r","TCGA-29-1776","ovary"
"TCGA-29-1777_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-29-1777","ovary"
"TCGA-29-1785_r",1014.18483814312,3129.73787400658,4143.9227121497,0.34996087794473,"r","TCGA-29-1785","ovary"
"TCGA-29-2414_r",1076.61877097111,-2388.46975893622,-1311.8509879651,0.916152423744222,"r","TCGA-29-2414","ovary"
"TCGA-29-2427_r",2130.5535540107,3869.77484000305,6000.32839401374,0.084928093136753,"r","TCGA-29-2427","ovary"
"TCGA-29-2431_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-29-2431","ovary"
"TCGA-29-2432_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-29-2432","ovary"
"TCGA-30-1866_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-30-1866","ovary"
"TCGA-30-1887_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-30-1887","ovary"
"TCGA-30-1891_r",2163.07607790032,1146.38037377117,3309.45645167149,0.46179630118471,"r","TCGA-30-1891","ovary"
"TCGA-36-1569_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-36-1569","ovary"
"TCGA-36-1570_r",-2099.81307247664,-1428.02716302825,-3527.84023550489,0.996205609530612,"r","TCGA-36-1570","ovary"
"TCGA-36-1571_r",-1544.99146240895,-2959.62930078479,-4504.62076319374,0.998419011365548,"r","TCGA-36-1571","ovary"
"TCGA-36-1576_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-36-1576","ovary"
"TCGA-36-1577_r",-871.05127185659,-2495.36177217554,-3366.41304403213,0.993863885567668,"r","TCGA-36-1577","ovary"
"TCGA-36-1578_r",63.9706731355236,2567.81663263804,2631.78730577356,0.54760001178999,"r","TCGA-36-1578","ovary"
"TCGA-36-1580_r",2744.88922786948,1576.23764263037,4321.12687049985,0.325478581750905,"r","TCGA-36-1580","ovary"
"TCGA-36-1581_r",408.398130812805,2747.84457269227,3156.24270350507,0.481626152324892,"r","TCGA-36-1581","ovary"
"TCGA-36-2529_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-36-2529","ovary"
"TCGA-36-2530_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-36-2530","ovary"
"TCGA-36-2532_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-36-2532","ovary"
"TCGA-36-2534_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-36-2534","ovary"
"TCGA-36-2537_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-36-2537","ovary"
"TCGA-36-2542_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-36-2542","ovary"
"TCGA-36-2543_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-36-2543","ovary"
"TCGA-36-2544_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-36-2544","ovary"
"TCGA-36-2545_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-36-2545","ovary"
"TCGA-36-2547_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-36-2547","ovary"
"TCGA-36-2549_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-36-2549","ovary"
"TCGA-42-2588_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-42-2588","ovary"
"TCGA-42-2590_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-42-2590","ovary"
"TCGA-59-2348_r",408.204380939312,-415.762077723413,-7.55769678410053,0.823139833279432,"r","TCGA-59-2348","ovary"
"TCGA-59-2351_r",1843.56391851114,2519.63067086004,4363.19458937118,0.319633595542223,"r","TCGA-59-2351","ovary"
"TCGA-59-2352_r",305.354672446317,27.152792184322,332.507464630639,0.793781121123128,"r","TCGA-59-2352","ovary"
"TCGA-59-2372_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-59-2372","ovary"
"TCGA-61-1724_r",299.446720167751,-617.784820908897,-318.338100741145,0.848178695120942,"r","TCGA-61-1724","ovary"
"TCGA-61-1727_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","TCGA-61-1727","ovary"
