"sample","stromal","immune","estimate","purity","type","sam","cancer_type"
"11BR047_r",747.478730041118,-1822.10443441818,-1074.62570437706,0.90164218059179,"r","11BR047","breast"
"11BR049_r",101.664252115472,896.879384218909,998.543636334381,0.730623376783218,"r","11BR049","breast"
"11BR043_r",489.128950501806,3114.2996627506,3603.4286132524,0.423103339881976,"r","11BR043","breast"
"18BR010_r",2040.39620012659,-515.865849065445,1524.53035106114,0.675782482719774,"r","18BR010","breast"
"11BR023_r",140.672380469357,2398.8033456719,2539.47572614126,0.558887448618316,"r","11BR023","breast"
"11BR074_r",2715.54173128908,-452.451105899748,2263.09062538933,0.59206085210039,"r","11BR074","breast"
"06BR003_r",564.131360427104,919.201147895148,1483.33250832225,0.680227618414046,"r","06BR003","breast"
"01BR017_r",1129.84692111139,2518.51763733303,3648.36455844442,0.417117597478038,"r","01BR017","breast"
"18BR017_r",1990.88776741299,615.732258237895,2606.62002565088,0.5506874080475,"r","18BR017","breast"
"06BR006_r",2878.50702682296,1014.33335027638,3892.84037709934,0.384240763620239,"r","06BR006","breast"
"11BR017_r",-214.660686595768,1829.49136934258,1614.83068274681,0.665953098013544,"r","11BR017","breast"
"09BR005_r",273.391215740465,-2477.95220356087,-2204.56098782041,0.960672257909297,"r","09BR005","breast"
"11BR025_r",-2244.66425258799,-2939.22981233441,-5183.8940649224,0.987864685764988,"r","11BR025","breast"
"01BR015_r",783.537906888458,330.194616240228,1113.73252312869,0.718974765080165,"r","01BR015","breast"
"01BR001_r",-1368.71169745524,-1410.64119557036,-2779.3528930256,0.98065613165732,"r","01BR001","breast"
"05BR045_r",-1420.66931859045,-160.165575174746,-1580.8348937652,0.931260541143631,"r","05BR045","breast"
"01BR032_r",-2429.00803090169,-2441.61500690122,-4870.62303780291,0.993960075568411,"r","01BR032","breast"
"14BR008_r",2585.2850638651,344.493575072188,2929.77863893729,0.510487478622379,"r","14BR008","breast"
"01BR027_r",-1506.84900712336,-1011.75841869935,-2518.60742582271,0.972447977128998,"r","01BR027","breast"
"03BR013_r",1377.52710682539,280.691689260762,1658.21879608615,0.661188486168754,"r","03BR013","breast"
"18BR002_r",3052.0633043119,2918.53083017169,5970.59413448359,0.0892761456684278,"r","18BR002","breast"
"11BR032_r",2382.34774380775,465.277058135875,2847.62480194363,0.520819662397295,"r","11BR032","breast"
"11BR003_r",-4.20365502670566,3422.4608094309,3418.25715440419,0.447572240496508,"r","11BR003","breast"
"03BR004_r",1364.25787041263,-1955.62891554477,-591.371045132143,0.868721671331717,"r","03BR004","breast"
"11BR028_r",-254.151876385621,-1306.96502155184,-1561.11689793746,0.930202065578755,"r","11BR028","breast"
"20BR005_r",627.612879391941,-524.166405152332,103.446474239609,0.813778538983271,"r","20BR005","breast"
"18BR004_r",-2066.5788042099,-2663.58194903307,-4730.16075324297,0.996011342798783,"r","18BR004","breast"
"11BR009_r",-1491.68314336316,-237.322060866585,-1729.00520422974,0.938964242208561,"r","11BR009","breast"
"11BR073_r",356.36378647437,3084.97211857853,3441.3359050529,0.444540241186284,"r","11BR073","breast"
"20BR001_r",-370.135597949988,528.913624818287,158.7780268683,0.809031428020087,"r","20BR001","breast"
"18BR019_r",30.1148454154135,-1296.82446561765,-1266.70962020224,0.913476338719125,"r","18BR019","breast"
"11BR020_r",682.758162954147,1932.6637120574,2615.42187501155,0.549608493558133,"r","11BR020","breast"
"09BR007_r",387.633515329825,1003.88414965439,1391.51766498421,0.690044455527599,"r","09BR007","breast"
"20BR002_r",601.642303003441,-934.398675396113,-332.756372392672,0.849297891893937,"r","20BR002","breast"
"20BR008_r",1503.7399192736,-406.95462289811,1096.78529637549,0.720701549757942,"r","20BR008","breast"
"11BR019_r",-991.495055129271,1677.77795799652,686.282902867251,0.761141156734726,"r","11BR019","breast"
"11BR022_r",241.372910192649,-658.390878680611,-417.017968487962,0.855762331271426,"r","11BR022","breast"
"01BR033_r",2066.98502458184,1377.23548404112,3444.22050862297,0.444160913439674,"r","01BR033","breast"
"03BR010_r",-1680.6067237406,-1973.05216294874,-3653.65888668935,0.997642973152634,"r","03BR010","breast"
"11BR013_r",-1158.77050438204,-2044.48696968357,-3203.25747406562,0.990930089019008,"r","11BR013","breast"
"20BR007_r",777.9701716882,781.214913037837,1559.18508472604,0.672024186290457,"r","20BR007","breast"
"11BR030_r",633.601911166776,3662.29248816591,4295.89439933269,0.328978499357745,"r","11BR030","breast"
"11BR050_r",2889.46574130853,1180.02253532976,4069.48827663829,0.360174976905718,"r","11BR050","breast"
"18BR007_r",1060.67148625664,774.320526508811,1834.99201276545,0.641501192734337,"r","18BR007","breast"
"11BR014_r",3251.91808634994,1202.49812720071,4454.41621355065,0.30691748133978,"r","11BR014","breast"
"05BR001_r",2582.87555268611,3844.39186336573,6427.26741605185,0.0223589612409047,"r","05BR001","breast"
"11BR010_r",1526.58320575426,656.332544819036,2182.91575057329,0.601503981991138,"r","11BR010","breast"
"22BR005_r",-343.941071961882,748.735025392745,404.793953430863,0.787283019983313,"r","22BR005","breast"
"01BR031_r",422.126443660478,246.037061043903,668.163504704381,0.762863518718601,"r","01BR031","breast"
"03BR005_r",2155.05158520234,76.2590073344501,2231.31059253679,0.595813840208715,"r","03BR005","breast"
"11BR024_r",-566.988384712023,2525.74382026605,1958.75543555403,0.627459768579926,"r","11BR024","breast"
"18BR003_r",-668.149870766363,2368.26387224728,1700.11400148092,0.656562362995439,"r","18BR003","breast"
"01BR030_r",643.86429680923,3405.44884098481,4049.31313779404,0.362936109611122,"r","01BR030","breast"
"05BR016_r",-984.120245343374,-2225.69140071105,-3209.81164605442,0.991058912706391,"r","05BR016","breast"
"05BR042_r",-1001.5814096437,856.489371045992,-145.092038597704,0.834435096716711,"r","05BR042","breast"
"01BR018_r",825.533561254224,2337.44876086474,3162.98232211896,0.480758919137105,"r","01BR018","breast"
"11BR054_r",-2539.6908759021,-2268.31806761788,-4808.00894351998,0.994926723119941,"r","11BR054","breast"
"05BR044_r",-1052.01705867858,-262.893900604825,-1314.91095928341,0.916332371474186,"r","05BR044","breast"
"11BR006_r",717.524803391841,514.355368095808,1231.88017148765,0.706813442345727,"r","11BR006","breast"
"11BR016_r",-1245.76568315253,834.272591961532,-411.493091190998,0.855342469783551,"r","11BR016","breast"
"11BR044_r",-710.261849384843,567.820692657643,-142.441156727201,0.834220587808026,"r","11BR044","breast"
"06BR005_r",46.5895436643195,479.362876017288,525.952419681607,0.776193220962838,"r","06BR005","breast"
"11BR055_r",2632.57308256989,-101.19524518557,2531.37783738432,0.55987275553056,"r","11BR055","breast"
"11BR018_r",2739.75173373898,2658.63568339437,5398.38741713335,0.172520999241318,"r","11BR018","breast"
"11BR042_r",-67.0392389849854,-792.086316700257,-859.125555685242,0.887512694359548,"r","11BR042","breast"
"05BR009_r",2890.70026458675,576.294212576444,3466.99447716319,0.441163327121132,"r","05BR009","breast"
"11BR015_r",-1662.49271752049,-2845.12762551606,-4507.62034303656,0.998394165463042,"r","11BR015","breast"
"01BR025_r",-1494.1208541354,-1216.13237828162,-2710.25323241702,0.97862033970021,"r","01BR025","breast"
"11BR004_r",584.393974146964,3193.48351296723,3777.87748711419,0.399765072299876,"r","11BR004","breast"
"11BR040_r",-174.462579197456,-1962.93520474904,-2137.3977839465,0.957887983596952,"r","11BR040","breast"
"01BR043_r",-963.960864497027,2056.45510572153,1092.4942412245,0.721138066219185,"r","01BR043","breast"
"11BR057_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","11BR057","breast"
"05BR029_r",-1868.29407878655,144.232664311054,-1724.06141447549,0.938714346580694,"r","05BR029","breast"
"05BR003_r",1823.9348965008,-96.3990670313592,1727.53582946944,0.653520952954338,"r","05BR003","breast"
"05BR043_r",134.011297705643,1670.0097296129,1804.02102731854,0.644982027471138,"r","05BR043","breast"
"11BR056_r",2308.23260063111,1536.89223461255,3845.12483524366,0.390697690589402,"r","11BR056","breast"
"05BR026_r",3415.01725963991,3133.14124898058,6548.15850862048,0.00461539818182726,"r","05BR026","breast"
"11BR038_r",1234.71301399824,2875.49843959926,4110.21145359751,0.354592079184876,"r","11BR038","breast"
"18BR006_r",2372.63446100189,1158.11302351972,3530.74748452161,0.432745830670701,"r","18BR006","breast"
"18BR009_r",1879.50172698505,2786.47691776726,4665.9786447523,0.277218166355578,"r","18BR009","breast"
"11BR072_r",1412.65912817891,-67.5772254165172,1345.08190276239,0.694961750444663,"r","11BR072","breast"
"22BR006_r",820.44482362641,-332.002523891307,488.442299735103,0.779652975594947,"r","22BR006","breast"
"11BR027_r",-439.953818890942,838.022200402346,398.068381511404,0.787891357812616,"r","11BR027","breast"
"11BR059_r",-306.835852336249,-643.366983738433,-950.202836074682,0.893593450486988,"r","11BR059","breast"
"01BR040_r",173.332819310064,2755.38341738344,2928.7162366935,0.510621570069332,"r","01BR040","breast"
"05BR038_r",1262.19352644331,-1164.77197487912,97.4215515641843,0.814292205390722,"r","05BR038","breast"
"11BR051_r",900.934420858504,443.673963488051,1344.60838434655,0.695011727552904,"r","11BR051","breast"
"11BR075_r",698.1698724248,-756.633401006911,-58.4635285821108,0.82735992315084,"r","11BR075","breast"
"09BR004_r",-1432.42524361574,-2746.90876024161,-4179.33400385735,0.999963955499502,"r","09BR004","breast"
"03BR002_r",840.726778481529,-2104.6390353616,-1263.91225688007,0.913309183583755,"r","03BR002","breast"
"16BR012_r",833.1428883686,-1839.48630247791,-1006.34341410931,0.897262167399493,"r","16BR012","breast"
"11BR078_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","11BR078","breast"
"CPT001846 0005_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","CPT001846 0005","breast"
"06BR014_r",-888.126110503135,-2261.25654241153,-3149.38265291466,0.989836422839942,"r","06BR014","breast"
"11BR076_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","11BR076","breast"
"05BR005_r",1599.73641306844,-825.454081696863,774.282331371579,0.752699909637252,"r","05BR005","breast"
"18BR016_r",1802.82503675157,-1848.71848064311,-45.893443891543,0.826322150198865,"r","18BR016","breast"
"13BR009_r",-831.328044280723,-1138.86262356609,-1970.19066784682,0.950552549005198,"r","13BR009","breast"
"CPT000814 0004_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","CPT000814 0004","breast"
"11BR080_r",227.015511181193,2814.70787337639,3041.72338455758,0.496289399080217,"r","11BR080","breast"
"15BR003_r",1773.2128185742,1505.63966464592,3278.85248322012,0.465776242020913,"r","15BR003","breast"
"01BR042_r",-1322.06118701351,1266.95982610747,-55.1013609060453,0.82708262193167,"r","01BR042","breast"
"11BR058_r",2398.98318739596,904.014475908548,3302.99766330451,0.462637022961659,"r","11BR058","breast"
"14BR014_r",754.845564105179,-1768.70285983774,-1013.85729573256,0.897748572200661,"r","14BR014","breast"
"11BR012_r",-834.26482386101,-720.916078051764,-1555.18090191277,0.929881890740975,"r","11BR012","breast"
"01BR008_r",-331.828828056126,3248.68572438228,2916.85689632616,0.51211755683302,"r","01BR008","breast"
"01BR009_r",1010.92355116975,1509.39580313729,2520.31935430704,0.561217013362592,"r","01BR009","breast"
"21BR002_r",977.505130416372,2220.06644846596,3197.57157888233,0.476300695280211,"r","21BR002","breast"
"21BR001_r",-536.050254825228,1949.31069266306,1413.26043783783,0.687730979792189,"r","21BR001","breast"
"05BR004_r",564.71671196439,-1170.77387104061,-606.057159076217,0.869787396705505,"r","05BR004","breast"
"01BR026_r",2914.91063989721,2759.2306705414,5674.14131043861,0.132520026617248,"r","01BR026","breast"
"03BR006_r",-1328.62107428112,-249.830976419923,-1578.45205070104,0.931133042741717,"r","03BR006","breast"
"01BR023_r",-2928.43617608988,-3198.62905545625,-6127.06523154613,0.956977893760969,"r","01BR023","breast"
"01BR020_r",-14.1611290864388,1438.14023953707,1423.97911045063,0.686587911533828,"r","01BR020","breast"
"20BR006_r",-631.117495746666,-1293.26713366081,-1924.38462940748,0.948442910742171,"r","20BR006","breast"
"03BR011_r",-263.74366775813,-978.610730399251,-1242.35439815738,0.912015839775518,"r","03BR011","breast"
"09BR001_r",-1041.48512006383,-478.5076229541,-1519.99274301793,0.927969428602848,"r","09BR001","breast"
"01BR010_r",348.151322969679,-2097.10961806262,-1748.95829509294,0.939967792110054,"r","01BR010","breast"
"11BR011_r",1042.36487573747,3103.41828552311,4145.78316126058,0.349705041731113,"r","11BR011","breast"
"11BR031_r",1899.36687994379,1623.78389037024,3523.15077031404,0.433750850454472,"r","11BR031","breast"
"11BR036_r",-1966.63579436272,-2177.06205643694,-4143.69785079965,0.999994687587498,"r","11BR036","breast"
"11BR053_r",-1482.51774046483,-2178.3599699352,-3660.87771040003,0.997715123919751,"r","11BR053","breast"
"11BR060_r",1948.42104222902,402.686864475374,2351.10790670439,0.581599654658568,"r","11BR060","breast"
"14BR005_r",-1794.69122614387,-1653.99328734876,-3448.68451349263,0.995127162175917,"r","14BR005","breast"
"21BR010_r",1081.12258418798,-768.127520676387,312.995063511597,0.795519875790683,"r","21BR010","breast"
"TCGA-AO-A12B_r",-1500.56779692789,-1658.97772474429,-3159.54552167219,0.990047469884698,"r","TCGA-AO-A12B","breast"
"TCGA-AO-A12D_r",2259.69726117078,2726.85864067022,4986.555901841,0.231715259812502,"r","TCGA-AO-A12D","breast"
"TCGA-C8-A131_r",597.553173239895,-43.1527077240167,554.400465515878,0.773553612451139,"r","TCGA-C8-A131","breast"
"TCGA-A2-A0CM_r",691.086942190258,2402.45709217611,3093.54403436637,0.489671319661603,"r","TCGA-A2-A0CM","breast"
"TCGA-A2-A0D0_r",-1749.1885886503,303.660314622216,-1445.52827402808,0.923840747546216,"r","TCGA-A2-A0D0","breast"
"TCGA-A2-A0D1_r",-1217.52660466496,-2468.94269333127,-3686.46929799624,0.997961880967698,"r","TCGA-A2-A0D1","breast"
"TCGA-A2-A0D2_r",-283.869238013777,803.532341427099,519.663103413322,0.776774962355397,"r","TCGA-A2-A0D2","breast"
"TCGA-A2-A0EQ_r",456.495183431957,3273.02200790726,3729.51719133922,0.406261766718837,"r","TCGA-A2-A0EQ","breast"
"TCGA-A2-A0EV_r",1773.05899748105,1367.99059989535,3141.0495973764,0.483579423695326,"r","TCGA-A2-A0EV","breast"
"TCGA-A2-A0EX_r",1827.76473661744,-719.06515087572,1108.69958574172,0.719488045449361,"r","TCGA-A2-A0EX","breast"
"TCGA-A2-A0EY_r",-144.740478157845,435.269713104982,290.529234947136,0.797513727591848,"r","TCGA-A2-A0EY","breast"
"TCGA-A2-A0SW_r",1156.47977486632,2642.97913893976,3799.45891380608,0.396859315376582,"r","TCGA-A2-A0SW","breast"
"TCGA-A2-A0SX_r",1264.31671580649,2655.5204045537,3919.83712036019,0.380579160653723,"r","TCGA-A2-A0SX","breast"
"TCGA-A2-A0T1_r",2715.99360352603,3400.90214442867,6116.8957479547,0.0678675771339514,"r","TCGA-A2-A0T1","breast"
"TCGA-A2-A0T2_r",-416.528026181881,-522.249493521184,-938.777519703065,0.89283938042946,"r","TCGA-A2-A0T2","breast"
"TCGA-A2-A0T3_r",-1250.91174669883,-2735.89243499507,-3986.80418169391,0.999804568155456,"r","TCGA-A2-A0T3","breast"
"TCGA-A2-A0T6_r",3223.78148828067,1823.94184695661,5047.72333523728,0.222971734088153,"r","TCGA-A2-A0T6","breast"
"TCGA-A2-A0T7_r",786.032151219122,-1257.00372287263,-470.971571653505,0.859832891794853,"r","TCGA-A2-A0T7","breast"
"TCGA-A2-A0YC_r",1177.53987703296,-266.820314483052,910.719562549912,0.739364526971631,"r","TCGA-A2-A0YC","breast"
"TCGA-A2-A0YD_r",2933.76140383928,1509.6420601066,4443.40346394588,0.30845560287769,"r","TCGA-A2-A0YD","breast"
"TCGA-A2-A0YF_r",-18.6248676003138,194.598900099976,175.974032499662,0.807545230048898,"r","TCGA-A2-A0YF","breast"
"TCGA-A2-A0YG_r",-1580.6290672783,-2107.00098846749,-3687.63005574579,0.997972739289093,"r","TCGA-A2-A0YG","breast"
"TCGA-A2-A0YI_r",2092.03434405956,2835.67859111145,4927.71293517101,0.240108896436233,"r","TCGA-A2-A0YI","breast"
"TCGA-A2-A0YL_r",1452.07485832374,-123.738594131723,1328.33626419202,0.69672711305223,"r","TCGA-A2-A0YL","breast"
"TCGA-A2-A0YM_r",-321.595341975467,950.672350427208,629.077008451741,0.7665605416992,"r","TCGA-A2-A0YM","breast"
"TCGA-A7-A0CD_r",-630.563607641094,-2539.83288446607,-3170.39649210716,0.990270374258824,"r","TCGA-A7-A0CD","breast"
"TCGA-A7-A0CE_r",-1691.10360905536,-1904.2984478079,-3595.40205686326,0.997019717200873,"r","TCGA-A7-A0CE","breast"
"TCGA-A7-A0CJ_r",-1880.26140342646,-1758.09518028293,-3638.35658370939,0.997486325613953,"r","TCGA-A7-A0CJ","breast"
"TCGA-A7-A13F_r",-429.847411166481,-1189.12091864252,-1618.968329809,0.93328542920706,"r","TCGA-A7-A13F","breast"
"TCGA-A8-A06N_r",-2583.37056726465,-2675.80199121908,-5259.17255848373,0.986088156761198,"r","TCGA-A8-A06N","breast"
"TCGA-A8-A06Z_r",-2043.610754083,-2143.88216107129,-4187.49291515428,0.999953069919958,"r","TCGA-A8-A06Z","breast"
"TCGA-A8-A076_r",1287.04938499749,-350.983286208084,936.066098789406,0.736854330616286,"r","TCGA-A8-A076","breast"
"TCGA-A8-A079_r",-1646.37198143911,-1103.99278957218,-2750.36477101129,0.979814365562639,"r","TCGA-A8-A079","breast"
"TCGA-A8-A08G_r",-242.395336144071,-770.854565704818,-1013.24990184889,0.897709293633915,"r","TCGA-A8-A08G","breast"
"TCGA-A8-A08Z_r",2955.0207832662,1532.48574127401,4487.50652454021,0.302291035985659,"r","TCGA-A8-A08Z","breast"
"TCGA-A8-A09G_r",-172.545048232536,1142.92158533849,970.376537105951,0.733440151179451,"r","TCGA-A8-A09G","breast"
"TCGA-A8-A09I_r",328.705497000152,1177.53818663932,1506.24368363947,0.677758624592878,"r","TCGA-A8-A09I","breast"
"TCGA-AN-A04A_r",1393.20792285693,-1741.94924283796,-348.741319981029,0.850534252567025,"r","TCGA-AN-A04A","breast"
"TCGA-AN-A0AJ_r",65.1402962721331,1766.46003036483,1831.60032663697,0.641883032731315,"r","TCGA-AN-A0AJ","breast"
"TCGA-AN-A0AL_r",1263.00819092106,1316.55117246772,2579.55936338878,0.55399868886447,"r","TCGA-AN-A0AL","breast"
"TCGA-AN-A0AM_r",-308.954068949715,509.356982193406,200.402913243691,0.80542507257072,"r","TCGA-AN-A0AM","breast"
"TCGA-AN-A0AS_r",1684.58759450327,186.43164853402,1871.01924303729,0.637435408800899,"r","TCGA-AN-A0AS","breast"
"TCGA-AN-A0FK_r",-841.080435103817,-1772.05999234022,-2613.14042744404,0.97558910509451,"r","TCGA-AN-A0FK","breast"
"TCGA-AN-A0FL_r",-1583.41432096907,-1868.68438570011,-3452.09870666918,0.995176451895526,"r","TCGA-AN-A0FL","breast"
"TCGA-AO-A03O_r",-1143.98048319647,622.891356958928,-521.089126237546,0.863565729408685,"r","TCGA-AO-A03O","breast"
"TCGA-AO-A0J6_r",-1402.11220342543,1307.26673832349,-94.8454651019379,0.830347690323134,"r","TCGA-AO-A0J6","breast"
"TCGA-AO-A0J9_r",2134.68421770057,2318.69406414295,4453.37828184352,0.307062480805218,"r","TCGA-AO-A0J9","breast"
"TCGA-AO-A0JC_r",1108.20617206795,3875.7061089028,4983.91228097075,0.232092733853141,"r","TCGA-AO-A0JC","breast"
"TCGA-AO-A0JE_r",2729.06923079533,2757.56258523746,5486.6318160328,0.159747851909156,"r","TCGA-AO-A0JE","breast"
"TCGA-AO-A0JJ_r",2759.52848738157,2619.74937426678,5379.27786164835,0.175283318428834,"r","TCGA-AO-A0JJ","breast"
"TCGA-AO-A0JL_r",-361.751641359716,-1365.78865380459,-1727.54029516431,0.938890246437771,"r","TCGA-AO-A0JL","breast"
"TCGA-AO-A0JM_r",1091.28384072538,-457.366007379151,633.917833346225,0.766104035564304,"r","TCGA-AO-A0JM","breast"
"TCGA-AO-A126_r",1651.82458286317,-87.1157047716759,1564.70887809149,0.671423523053773,"r","TCGA-AO-A126","breast"
"TCGA-AO-A12E_r",832.048879532457,290.71655968221,1122.76543921467,0.718052565900423,"r","TCGA-AO-A12E","breast"
"TCGA-AO-A12F_r",485.65810977173,-1891.28849398884,-1405.63038421711,0.921583164966929,"r","TCGA-AO-A12F","breast"
"TCGA-AR-A0TR_r",-2508.66144978951,-1792.00089381143,-4300.66234360094,0.999654171185496,"r","TCGA-AR-A0TR","breast"
"TCGA-AR-A0TT_r",2274.5473914328,3775.51602955588,6050.06342098868,0.0776517456859597,"r","TCGA-AR-A0TT","breast"
"TCGA-AR-A0TV_r",-991.428705936301,1425.5615953922,434.132889455897,0.784620303574751,"r","TCGA-AR-A0TV","breast"
"TCGA-AR-A0TX_r",1686.03130941583,2697.95390964494,4383.98521906077,0.316740383214987,"r","TCGA-AR-A0TX","breast"
"TCGA-AR-A0TY_r",-1428.74967198035,-2295.93877684062,-3724.68844882097,0.998304172882249,"r","TCGA-AR-A0TY","breast"
"TCGA-AR-A0U4_r",370.527717957355,2865.3423150414,3235.87003299875,0.471350072053732,"r","TCGA-AR-A0U4","breast"
"TCGA-AR-A1AP_r",518.937170986006,333.482944793127,852.420115779133,0.745099316955304,"r","TCGA-AR-A1AP","breast"
"TCGA-AR-A1AQ_r",359.17176399697,2755.72169782977,3114.89346182674,0.486936495008837,"r","TCGA-AR-A1AQ","breast"
"TCGA-AR-A1AS_r",-753.807353726746,-1181.73808524802,-1935.54543897477,0.948960886487712,"r","TCGA-AR-A1AS","breast"
"TCGA-AR-A1AV_r",-62.719161285778,-1826.29411361154,-1889.01327489732,0.946784506893816,"r","TCGA-AR-A1AV","breast"
"TCGA-AR-A1AW_r",1642.38241582035,3999.45600782901,5641.83842364937,0.137218388168453,"r","TCGA-AR-A1AW","breast"
"TCGA-BH-A0AV_r",1633.69479297981,-322.636547156227,1311.05824582358,0.698544187645802,"r","TCGA-BH-A0AV","breast"
"TCGA-BH-A0BV_r",1974.71287691809,1597.70212758738,3572.41500450547,0.427223820852276,"r","TCGA-BH-A0BV","breast"
"TCGA-BH-A0BZ_r",2560.15823086871,2964.04370088857,5524.20193175728,0.154301415692859,"r","TCGA-BH-A0BZ","breast"
"TCGA-BH-A0C0_r",235.882824939886,3424.01978530144,3659.90261024132,0.415577719929903,"r","TCGA-BH-A0C0","breast"
"TCGA-BH-A0C1_r",1216.82706143582,441.315247331452,1658.14230876727,0.661196909183523,"r","TCGA-BH-A0C1","breast"
"TCGA-BH-A0C7_r",-29.4154429502857,-1139.26731527367,-1168.68275822396,0.907527124331624,"r","TCGA-BH-A0C7","breast"
"TCGA-BH-A0DD_r",-1045.61815734919,-1635.85784040479,-2681.47599775398,0.977742806023589,"r","TCGA-BH-A0DD","breast"
"TCGA-BH-A0DG_r",2904.56896655123,1354.91013526524,4259.47910181647,0.334021583045982,"r","TCGA-BH-A0DG","breast"
"TCGA-BH-A0E0_r",-1934.97645265751,-974.363273253796,-2909.33972591131,0.984212197431649,"r","TCGA-BH-A0E0","breast"
"TCGA-BH-A0E1_r",13.1360743220401,-2066.90269241976,-2053.76661809772,0.95429091372172,"r","TCGA-BH-A0E1","breast"
"TCGA-BH-A0E9_r",308.242388727831,-670.34878896024,-362.106400232409,0.851564384692404,"r","TCGA-BH-A0E9","breast"
"TCGA-BH-A0EE_r",-2422.65812497941,23.4416273806274,-2399.21649759878,0.968213379465513,"r","TCGA-BH-A0EE","breast"
"TCGA-BH-A0HK_r",1128.80401021704,-576.563832024397,552.24017819264,0.773754532856843,"r","TCGA-BH-A0HK","breast"
"TCGA-BH-A0HP_r",1290.19258591079,4.59332052753335,1294.78590643832,0.700251389761688,"r","TCGA-BH-A0HP","breast"
"TCGA-BH-A18N_r",-597.309935840693,-1880.53377078874,-2477.84370662943,0.971035670376172,"r","TCGA-BH-A18N","breast"
"TCGA-BH-A18Q_r",-715.499899206948,298.636230377811,-416.863668829137,0.855750612951189,"r","TCGA-BH-A18Q","breast"
"TCGA-BH-A18R_r",-1310.46891282316,-1339.61436571268,-2650.08327853584,0.976765619318058,"r","TCGA-BH-A18R","breast"
"TCGA-BH-A18U_r",198.758724307936,-558.280197326646,-359.521473018711,0.851365403362907,"r","TCGA-BH-A18U","breast"
"TCGA-BH-A18V_r",679.165293716914,1425.59880541121,2104.76409912812,0.610628641436658,"r","TCGA-BH-A18V","breast"
"TCGA-C8-A12L_r",-1493.46697673564,-1088.63039098088,-2582.09736771652,0.974578297211449,"r","TCGA-C8-A12L","breast"
"TCGA-C8-A12P_r",1270.49323971333,-237.411440053492,1033.08179965984,0.727152439300672,"r","TCGA-C8-A12P","breast"
"TCGA-C8-A12Q_r",953.505013766659,-45.4296759114359,908.075337855223,0.739625809028276,"r","TCGA-C8-A12Q","breast"
"TCGA-C8-A12T_r",1247.80732515611,-933.155096782444,314.652228373663,0.795372458830728,"r","TCGA-C8-A12T","breast"
"TCGA-C8-A12U_r",-2034.84298946642,220.710224285547,-1814.13276518087,0.94318954313284,"r","TCGA-C8-A12U","breast"
"TCGA-C8-A12V_r",1068.36678760622,3982.48513967636,5050.85192728259,0.222524031004553,"r","TCGA-C8-A12V","breast"
"TCGA-C8-A12W_r",1752.28394828758,318.759078067443,2071.04302635503,0.614541025412889,"r","TCGA-C8-A12W","breast"
"TCGA-C8-A12Z_r",-1138.61968275328,-2508.82479679171,-3647.44447954499,0.997579964094329,"r","TCGA-C8-A12Z","breast"
"TCGA-C8-A130_r",375.353982213315,-1379.7136387317,-1004.35965651838,0.897133568369515,"r","TCGA-C8-A130","breast"
"TCGA-C8-A134_r",-617.051713446748,997.424709020283,380.372995573534,0.789488261735571,"r","TCGA-C8-A134","breast"
"TCGA-C8-A135_r",864.602529680218,69.8114073632438,934.413937043462,0.737018263736078,"r","TCGA-C8-A135","breast"
"TCGA-C8-A138_r",1752.14036111645,2194.74860582323,3946.88896693968,0.376904089130523,"r","TCGA-C8-A138","breast"
"TCGA-D8-A13Y_r",-2006.39087163532,-2949.23617359207,-4955.62704522739,0.992513416476432,"r","TCGA-D8-A13Y","breast"
"TCGA-D8-A142_r",1876.5230993223,456.852600914055,2333.37570023636,0.583715062137462,"r","TCGA-D8-A142","breast"
"TCGA-E2-A10A_r",-368.634570096898,-1278.75779116373,-1647.39236126063,0.934775728991738,"r","TCGA-E2-A10A","breast"
"TCGA-E2-A150_r",348.30588969752,1136.03569006114,1484.34157975866,0.680119038865814,"r","TCGA-E2-A150","breast"
"TCGA-E2-A154_r",79.5709618601531,-2761.91292266967,-2682.34196080951,0.977769467399636,"r","TCGA-E2-A154","breast"
"TCGA-E2-A158_r",-2663.63735825003,-1966.63175446135,-4630.26911271138,0.99721255110652,"r","TCGA-E2-A158","breast"
"TCGA-E2-A159_r",519.171321475001,2640.32245135951,3159.49377283451,0.481207873618501,"r","TCGA-E2-A159","breast"
"TCGA-E2-A15A_r",681.688766028112,713.428475663753,1395.11724169186,0.689661938040447,"r","TCGA-E2-A15A","breast"
"05CO015_r",1332.18501715672,2599.0677906089,3931.25280776562,0.379029035050201,"r","05CO015","colon"
"01CO008_r",-1948.55497340404,-1585.73019729952,-3534.28517070357,0.996287498614243,"r","01CO008","colon"
"22CO004_r",-1540.45554354283,-117.845003673634,-1658.30054721647,0.935343336491002,"r","22CO004","colon"
"01CO006_r",2027.21287045745,2502.23092044541,4529.44379090286,0.296417440954847,"r","01CO006","colon"
"05CO002_r",2819.04159562611,1075.15349559791,3894.19509122402,0.384057165323203,"r","05CO002","colon"
