"","lfc","p_ttest","padj_ttest"
"DEDD",-0.31795760913885,0.740105215097129,0.803124591924872
"DEF6",0.131381230653795,0.195743797362017,0.279010947749671
"DEF8",-0.237423050859146,0.47849572592341,0.57419868418336
"DEFA3",0.823929467125729,0.00353807120769153,0.00923107175304332
"DEFA4",-0.472876729249967,0.868983167612118,0.904280089734874
"DEFB1",-1.0741502899486,0.729880879220758,0.794895043555974
"DEGS1",-0.238536241463978,0.598364750117205,0.682601927515216
"DEK",0.341014849659993,7.15823406579853e-05,0.000342215673824114
"DENND1A",0.607406403170246,6.34336346552801e-07,7.47422592142867e-06
"DENND1B",-0.671228814144313,3.09088231058059e-05,0.00016905452816742
"DENND1C",-0.0255718485783331,0.376583759146182,0.473664529030847
"DENND2D",0.0347393568899707,0.541120130683607,0.630690656930048
"DENND3",0.0744899624685604,0.309679768431976,0.405456586539994
"DENND4A",-0.236467360741138,0.184674024939759,0.265607191024142
"DENND4B",-0.44413760490688,0.0496849487778704,0.0885027371159575
"DENND4C",-0.0255278659036801,0.770385759637711,0.826481810096768
"DENND5A",0.0438176936746194,0.173456999234788,0.252089620046141
"DENND6A",-0.23266137399736,0.0154764505775592,0.0325883511078791
"DENR",0.0371045138241787,0.331924117843328,0.429149065537631
"DEPDC5",-0.022467798456041,0.665475101309779,0.741246264047686
"DEPTOR",-0.0351309116116766,0.591849594978289,0.676677890837023
"DERA",-0.468652142271877,8.67178872160713e-08,1.75310755777355e-06
"DERL1",0.49258819341359,0.000452873795610213,0.00161452938745896
"DES",-1.34157443179756,0.00164956128256183,0.00484163414175408
"DESI1",-0.0309528551625617,0.974799385705459,0.981054567025449
"DESI2",-0.702003961489867,0.000118000060742859,0.000519906022049643
"DET1",-0.624926766514272,0.813707823443195,0.861927546313903
"DFFA",-0.183639823919188,0.00889887037239794,0.0202699966037005
"DFFB",0.00834337383845191,0.34906725856675,0.446622371355668
"DFNA5",-0.656310606205228,5.88546149029029e-06,4.28049570168907e-05
"DGAT1",0.560012373030415,0.00189224592870219,0.00542039779718499
"DGCR14",-0.211618793984055,0.0693946168483866,0.117314543503775
"DGCR8",0.202269592315492,0.00515474465465553,0.0126577618742097
"DGKA",-0.166408965535823,0.0342312367264756,0.0642843850769117
"DGKD",-0.667495713111691,0.208880028414978,0.29373093222086
"DGKE",0.472297396764728,0.826342313484332,0.871796968245812
"DGKH",-0.381972916590216,0.193862420211281,0.276816178287003
"DGKQ",-0.109748627805391,0.794466793550642,0.846309703613511
"DGKZ",-0.251140843746546,0.00379769004330729,0.00977985645686444
"DGUOK",-0.6876783107801,1.25242843897965e-05,8.00697839621177e-05
"DHCR24",0.0124664018248154,0.80627091799488,0.856008123876211
"DHCR7",1.17412104334011,3.51012847243291e-06,2.84268568532548e-05
"DHDDS",-0.388144309083528,0.849888797403251,0.890167887327575
"DHFR",-0.404028464750446,0.0224104982470957,0.0447289993749504
"DHODH",-0.15411402044556,0.209446965006991,0.294357896766582
"DHPS",-0.655935591583543,0.0019687384667282,0.00560257911924643
"DHRS1",-0.113209386848378,0.301796939447184,0.397096451472438
"DHRS11",-0.96915168038449,3.56219205723829e-05,0.000191268666839233
"DHRS13",-0.0825372420847722,0.834384076315228,0.878280012782992
"DHRS2",-1.11040821703433,0.0058382430951705,0.014075943694729
"DHRS3",-0.394134139980004,0.0072035005825932,0.0168746903553689
"DHRS4",0.143706793017961,0.0923520114691123,0.149397930381908
"DHRS7",0.0342426246225016,0.934758143452356,0.953316459073703
"DHRS7B",0.0600341959248836,0.79218849575637,0.845024235710283
"DHRSX",0.0734552900725052,0.364647284558345,0.461756764558581
"DHTKD1",0.308924017807917,0.179730272054791,0.259803354461245
"DHX15",-0.207456972401046,0.00198234745231688,0.00563306447291915
"DHX16",-0.0252246025397098,0.992822264090801,0.99425372770535
"DHX29",0.2600011133361,0.00057651365855492,0.00197743168105398
"DHX30",0.191728250820292,0.000554099621328563,0.00191337525490019
"DHX32",-0.276457513138336,0.0238564733563192,0.0471696516707703
"DHX33",-0.185189933059688,0.304462886961428,0.400080690920666
"DHX34",0.333083018107035,0.00338754949374227,0.00890525311628813
"DHX35",-0.204364416712979,0.293686342311034,0.388650788327776
"DHX36",0.0632235205566759,0.264089392566516,0.356518846774511
"DHX37",0.133266174104836,0.0344011847540577,0.0645263977974517
"DHX38",0.167891440100649,0.00289021467012921,0.00779164054680799
"DHX40",-0.401762826766209,0.00731487313501217,0.0171026271615432
"DHX57",0.117556516098868,0.102510731485642,0.163224881769507
"DHX58",-0.0328742823282017,0.798332027264239,0.849434361868636
"DHX8",-0.294273680974882,0.000697036563327103,0.00231409475650145
"DHX9",-0.0497860308485263,0.492034124945577,0.586700163209171
"DIABLO",0.274319888606269,0.00297925126486644,0.00798298134460217
"DIAPH1",0.0232171880099239,0.533603711007248,0.623649337239721
"DIAPH2",-0.231721413209871,0.0114623617734062,0.0252000917668102
"DIAPH3",-0.388301098973567,0.0817226781794628,0.134507671397613
"DICER1",-0.152388956126237,0.039952312152222,0.0733704029023998
"DIDO1",0.455393725244602,1.77961038587484e-07,2.86980620103597e-06
"DIEXF",0.432032719075473,4.09910493661093e-07,5.29345237763674e-06
"DIMT1",-0.086186414859578,0.464635581881722,0.560560347173433
"DIP2A",0.0680698983946704,0.178106328525141,0.25776245551101
"DIP2B",0.0919989038527003,0.220133714371688,0.306409996929615
"DIP2C",-0.124864351249669,0.263986630302769,0.356429601925038
"DIS3",-0.183880003246148,0.00869692374348995,0.0198705090417519
"DIS3L",-0.35731548916361,0.0252399117851834,0.0495223773605979
"DIS3L2",0.0488538902019058,0.387339610771812,0.484685416953429
"DISC1",-0.222331918186668,0.654234717233003,0.731575251882903
"DIXDC1",-0.505322247729726,0.700400732409593,0.770353661571189
"DKC1",0.455248055086689,3.11868879859521e-08,8.44709859295707e-07
"DLAT",-0.435441625334969,0.000620505690439841,0.00210397368994867
"DLC1",-0.537885410360198,0.0368747480077547,0.0684471846835464
"DLD",0.200491302768905,0.0296240437300251,0.0566720836574393
"DLG1",0.150568231470935,0.0392768470778632,0.0723211628451319
"DLG3",-0.113777586780729,0.110227850460291,0.173664228430958
"DLG5",0.331066413159937,0.00040846194362224,0.00148315307684192
"DLGAP1",-0.183070642220577,0.340899826370415,0.438212725927399
"DLGAP4",-0.112133638555176,0.214994258198368,0.300590103051177
"DLGAP5",-0.36200240420113,0.981566599748678,0.986333948119887
"DLST",-0.173960266743489,0.0106456295559963,0.023618093041868
"DMAP1",0.254398376977741,1.32088219758732e-05,8.37851173472872e-05
"DMD",-0.388586244537075,0.010559973785272,0.0234708994486822
"DMTN",0.214782793859797,0.0967554155559608,0.155538049407532
"DMXL1",-0.121305206750222,0.107078823518646,0.169306419495174
"DMXL2",-0.332849569299202,0.00548102577084498,0.0133443902342755
"DNAAF2",-0.418398006987651,0.00907948621849778,0.0206041829611838
"DNAH3",-0.888151754292062,0.203699355213544,0.287601487076514
"DNAH7",0.377593858818159,0.000740817436239157,0.00244110767536075
"DNAJA1",-0.0543453367045732,0.840505420462907,0.882673843724201
"DNAJA2",-0.0748250045820156,0.298679297496693,0.393971444500521
"DNAJA3",-0.411812505164536,0.00149290517340728,0.00444983402728583
"DNAJA4",-0.0730495543339899,0.529512341289642,0.620092304781871
"DNAJB1",0.33690228301213,1.53981774927621e-05,9.48871216347391e-05
"DNAJB11",0.0365024511515011,0.61758512640556,0.699440690562272
"DNAJB12",0.629273167821649,2.98123061415591e-06,2.49050571237561e-05
