"","X","pv","mm","wm","gene","ty"
"605","luad_TENM3",0.0202449281758802,0.510489510489511,0.518799797081555,"TENM3","luad"
"606","luad_FREM3",6.90235331713453e-05,0.5,0.523640149428018,"FREM3","luad"
"607","luad_ANK2",0.90190557692999,0.51578947368421,0.516331538074651,"ANK2","luad"
"608","luad_ADGRL3",1.91160495408062e-07,0.496428571428571,0.519490587174553,"ADGRL3","luad"
"609","luad_ABCA12",2.73929579534849e-06,0.5,0.521740174017402,"ABCA12","luad"
"610","luad_TTN",0.00255286319485976,0.52246963562753,0.509474236724696,"TTN","luad"
"611","luad_XIRP2",1.3196848721836e-14,0.492207792207792,0.524056919446304,"XIRP2","luad"
"612","luad_NEB",0.563676714030848,0.516483516483517,0.519584255449973,"NEB","luad"
"613","luad_CNTNAP5",0.521002681955007,0.515151515151515,0.519045009716069,"CNTNAP5","luad"
"614","luad_ALMS1",2.16020093535085e-05,0.503496503496504,0.523312436764154,"ALMS1","luad"
"615","luad_NRXN1",2.42734338471136e-07,0.536521739130435,0.50973964110263,"NRXN1","luad"
"616","luad_APOB",0.000535286397969764,0.529657299222517,0.510817347476416,"APOB","luad"
"617","luad_PAPPA2",0.750073039047442,0.521978021978022,0.518002299251145,"PAPPA2","luad"
"618","luad_F5",7.16900301312894e-12,0.549450549450549,0.51752325949814,"F5","luad"
"619","luad_SPTA1",0.101586667818137,0.513846153846154,0.514923806725158,"SPTA1","luad"
"620","luad_FLG",8.23567965137204e-06,0.504234895539243,0.51881030362043,"FLG","luad"
"621","luad_COL11A1",0.00104407974524789,0.508893280632411,0.517920656634747,"COL11A1","luad"
"622","luad_LRRC7",0.247395752676355,0.514285714285714,0.520499945815121,"LRRC7","luad"
"623","luad_MUC16",0.181314907836314,0.521594684385382,0.509667621769016,"MUC16","luad"
"624","luad_RYR2",0.055791828699573,0.50750469043152,0.515381804895871,"RYR2","luad"
"625","luad_NFASC",0.071756654393893,0.533333333333333,0.521769174063669,"NFASC","luad"
"626","luad_UBR4",3.78209453204037e-06,0.503496503496504,0.52474752787713,"UBR4","luad"
"627","luad_PREX1",0.0490513285419135,0.5,0.520580308622688,"PREX1","luad"
"628","luad_KRAS",1.45751680526554e-06,0.499717673630717,0.519835953520164,"KRAS","luad"
"629","luad_TP53",0.000323698722863576,0.518507618454854,0.50578631452581,"TP53","luad"
"630","hnsc_ZFHX4",0.00020536898593687,0.510640656691254,0.522788987518395,"ZFHX4","hnsc"
"631","hnsc_XIRP2",1.17778537505099e-26,0.481818181818182,0.528595285494978,"XIRP2","hnsc"
"632","hnsc_WDFY4",1.07234807826166e-19,0.571428571428572,0.51661900979437,"WDFY4","hnsc"
"633","hnsc_USH2A",0.00111162330108777,0.547619047619048,0.52236437705859,"USH2A","hnsc"
"634","hnsc_UNC79",2.16306303652113e-06,0.551515151515152,0.518759680560982,"UNC79","hnsc"
"635","hnsc_TP53",0.0476903470746102,0.523855319734308,0.519945471247289,"TP53","hnsc"
"636","hnsc_THSD7A",3.35417089904905e-05,0.5,0.523148754784455,"THSD7A","hnsc"
"637","hnsc_SYNE2",0.00186508186920331,0.518181818181818,0.520977864915049,"SYNE2","hnsc"
"638","hnsc_SYNE1",1.19170313803946e-52,0.452380952380952,0.530803819076727,"SYNE1","hnsc"
"639","hnsc_SRCAP",2.62886989092171e-75,0.6,0.511351955113557,"SRCAP","hnsc"
"640","hnsc_SPATA31D1",0.377769592465193,0.527272727272727,0.523619506106663,"SPATA31D1","hnsc"
"641","hnsc_SCN1A",5.62531273662734e-21,0.571429891243916,0.51603785528813,"SCN1A","hnsc"
"642","hnsc_RYR2",5.05561958978428e-09,0.501974598565361,0.524061711041228,"RYR2","hnsc"
"643","hnsc_RYR1",0.00193996996897864,0.516483516483517,0.523332177885702,"RYR1","hnsc"
"644","hnsc_RELN",0.00409168659600411,0.53994695242423,0.517772993472521,"RELN","hnsc"
"645","hnsc_PRDM9",6.75107418341607e-35,0.47416632407045,0.529793954818531,"PRDM9","hnsc"
"646","hnsc_PLEC",0.00518968972135726,0.516483516483516,0.522542509786976,"PLEC","hnsc"
"647","hnsc_PKHD1L1",0.892811794719421,0.527272727272727,0.520115066152983,"PKHD1L1","hnsc"
"648","hnsc_PIK3CA",1.37734389693608e-06,0.545454545454546,0.519295733279205,"PIK3CA","hnsc"
"649","hnsc_PEG3",7.0460950321639e-28,0.483333333333333,0.525757643105153,"PEG3","hnsc"
"650","hnsc_PCLO",5.77147740709457e-28,0.569052333481358,0.510918676675467,"PCLO","hnsc"
"651","hnsc_PCDH17",6.87239737160336e-07,0.508547627715608,0.522962072015617,"PCDH17","hnsc"
"652","hnsc_PCDH15",9.2549570382959e-29,0.478679957656235,0.527995461371793,"PCDH15","hnsc"
"653","hnsc_OBSCN",0.190182535083051,0.523809523809524,0.521999481700864,"OBSCN","hnsc"
"654","hnsc_NRXN1",0.00331805187586984,0.515151515151515,0.521206129626931,"NRXN1","hnsc"
"655","hnsc_NOTCH3",7.68696781541836e-29,0.483333333333333,0.528415522557055,"NOTCH3","hnsc"
"656","hnsc_NOTCH1",1.67548877418897e-06,0.505129988500869,0.524435807028247,"NOTCH1","hnsc"
"657","hnsc_NAV3",7.13078771462824e-32,0.483516483516484,0.529620249222804,"NAV3","hnsc"
"658","hnsc_MUC5B",4.72945964785123e-15,0.498624481575437,0.524762803241933,"MUC5B","hnsc"
"659","hnsc_MUC4",1.81738565745079e-05,0.505494505494505,0.523638532360908,"MUC4","hnsc"
"660","hnsc_MUC17",7.97154973224884e-11,0.553194044748859,0.516512941632705,"MUC17","hnsc"
"661","hnsc_MUC16",0.000289610089744962,0.514260690138639,0.524405151803849,"MUC16","hnsc"
"662","hnsc_MDGA2",0.454331974108332,0.528053124816669,0.523201204037201,"MDGA2","hnsc"
"663","hnsc_LRRK2",1.10072410224661e-51,0.450943400364045,0.529141965477593,"LRRK2","hnsc"
"664","hnsc_LRP2",0.0011382358885664,0.510464719340991,0.521578400469342,"LRP2","hnsc"
"665","hnsc_LRP1B",1.02353466615814e-13,0.495098039215686,0.526785924245264,"LRP1B","hnsc"
"666","hnsc_KMT2D",0.0397383972435502,0.533567405468076,0.51352492040097,"KMT2D","hnsc"
"667","hnsc_HYDIN",3.85184366774075e-07,0.5,0.522949605126916,"HYDIN","hnsc"
"668","hnsc_FSIP2",0.0354077042930443,0.538461538461539,0.517213025497138,"FSIP2","hnsc"
"669","hnsc_FRY",0.00895401901100403,0.55,0.520850056860464,"FRY","hnsc"
"670","hnsc_FMN2",0.000225239297958086,0.542857142857143,0.51674344241574,"FMN2","hnsc"
"671","hnsc_FAT4",2.62236617126465e-12,0.560986038653576,0.517536319311399,"FAT4","hnsc"
"672","hnsc_FAT3",4.42593845579598e-14,0.554945054945055,0.516361205074473,"FAT3","hnsc"
"673","hnsc_FAT2",0.00630300985782677,0.536363636363636,0.519388603998315,"FAT2","hnsc"
"674","hnsc_FAT1",4.27382657191822e-33,0.480424011124791,0.535248099175278,"FAT1","hnsc"
"675","hnsc_FAM135B",0.0132028994825002,0.542857142857143,0.519001649109208,"FAM135B","hnsc"
"676","hnsc_EYS",5.10867133564375e-19,0.490909090909091,0.527112510145635,"EYS","hnsc"
"677","hnsc_DYNC2H1",4.81911179956598e-14,0.566666666666667,0.5176714150595,"DYNC2H1","hnsc"
"678","hnsc_DNAH8",9.36819429501615e-05,0.55,0.519208335845981,"DNAH8","hnsc"
"679","hnsc_DNAH5",0.0541996670758563,0.532986914554893,0.51684621929916,"DNAH5","hnsc"
"680","hnsc_DNAH11",6.54699437845253e-09,0.5,0.525579762660368,"DNAH11","hnsc"
"681","hnsc_DMD",7.46846114727429e-29,0.583333333333333,0.515011394462854,"DMD","hnsc"
"682","hnsc_DCHS1",1.44330833515767e-51,0.6,0.514841447702206,"DCHS1","hnsc"
"683","hnsc_CTNNA2",7.12922568353575e-26,0.485964912280702,0.529744264823235,"CTNNA2","hnsc"
"684","hnsc_CSMD3",2.70045980854742e-09,0.505645003755313,0.523193511881993,"CSMD3","hnsc"
"685","hnsc_CSMD1",8.28978462981129e-15,0.553540366016994,0.516146734687873,"CSMD1","hnsc"
"686","hnsc_COL22A1",0.000187113023085614,0.509090909090909,0.52170059950492,"COL22A1","hnsc"
"687","hnsc_CFAP47",3.48664467280522e-17,0.566666666666667,0.515486504042771,"CFAP47","hnsc"
"688","hnsc_CDKN2A",1.59435914223881e-42,0.476378247715964,0.53652647480758,"CDKN2A","hnsc"
"689","hnsc_CCDC168",8.18730960636261e-06,0.51025189328759,0.524589230635627,"CCDC168","hnsc"
"690","hnsc_ATP10A",1.14975938431225e-07,0.505494505494505,0.526633936644417,"ATP10A","hnsc"
"691","hnsc_ASPM",6.42925552240027e-53,0.463636363636364,0.528952455392108,"ASPM","hnsc"
"692","hnsc_ARID1A",1.03855864246595e-09,0.551515151515152,0.516970411891668,"ARID1A","hnsc"
"693","hnsc_APOB",5.98510462369596e-12,0.553415909987294,0.515096921726536,"APOB","hnsc"
"694","hnsc_AHNAK2",1.12687103909377e-19,0.485714285714286,0.524295176045879,"AHNAK2","hnsc"
"695","hnsc_AHNAK",6.71431297446182e-14,0.492028611384462,0.524282858533068,"AHNAK","hnsc"
"696","hnsc_ADGRV1",1.6961944189131e-61,0.456036158272338,0.530443520012438,"ADGRV1","hnsc"
"697","hnsc_ADGB",1.79870269043127e-14,0.563636363636364,0.51746820513746,"ADGB","hnsc"
"698","hnsc_ABCA13",8.56151364676049e-26,0.483482451957484,0.529590059100814,"ABCA13","hnsc"
"699","gbm_MT.ND5",2.90226385765432e-11,0.475324675324675,0.495806824754193,"MT.ND5","gbm"
"700","gbm_TP53",0.0147133072583065,0.503508771929825,0.486781888997079,"TP53","gbm"
"701","gbm_TTN",1.21672210169688e-18,0.461538461538462,0.495251123705296,"TTN","gbm"
"702","gbm_TPTE",0.543164090673738,0.494505494505495,0.492905999609146,"TPTE","gbm"
"703","gbm_MUC12",0.148935758559863,0.496503496503497,0.493251005388986,"MUC12","gbm"
"704","gbm_MUC4",0.00960773526490181,0.510489510489511,0.488488177252003,"MUC4","gbm"
"705","gbm_PCLO",8.27435827091406e-05,0.510489510489511,0.489136280013208,"PCLO","gbm"
"706","gbm_CNTNAP2",2.33787617828752e-09,0.478787878787879,0.493053033212152,"CNTNAP2","gbm"
"707","gbm_RYR2",0.029207424993269,0.490909090909091,0.490454721566694,"RYR2","gbm"
"708","gbm_HMCN1",0.217996947851891,0.5,0.489615253660197,"HMCN1","gbm"
"709","gbm_PTEN",4.78573651031984e-06,0.483333333333333,0.493088185223017,"PTEN","gbm"
"710","gbm_FLG",4.78492470533893e-33,0.45,0.497531494722506,"FLG","gbm"
"711","coad_ZNF831",0.489041441006486,0.343879279925456,0.334067150394363,"ZNF831","coad"
"712","coad_ZNF536",2.87255723677454e-32,0.293706293706294,0.346622019095887,"ZNF536","coad"
"713","coad_ZNF469",0.000268120741024985,0.356295878035009,0.330070248199562,"ZNF469","coad"
"714","coad_ZNF208",2.71161483039355e-09,0.321212121212121,0.339768492223833,"ZNF208","coad"
"715","coad_ZFHX4",1.77134355847563e-16,0.382352941176471,0.329075450816958,"ZFHX4","coad"
"716","coad_ZDBF2",1.02885484364331e-11,0.316518525542603,0.342235949152225,"ZDBF2","coad"
"717","coad_XIRP2",1.83166473142225e-49,0.272727272727273,0.343622409552977,"XIRP2","coad"
"718","coad_WDFY4",0.609082734776317,0.354545454545455,0.336512388153551,"WDFY4","coad"
"719","coad_WDFY3",6.49395053493265e-84,0.241681631576729,0.349021117283246,"WDFY3","coad"
"720","coad_VCAN",2.09327653693103e-41,0.283516483516484,0.34455905679636,"VCAN","coad"
"721","coad_USH2A",1.35746664775486e-18,0.314285714285714,0.345612164404392,"USH2A","coad"
"722","coad_UNC80",2.77628117444923e-06,0.363636363636364,0.332064283490629,"UNC80","coad"
"723","coad_UNC79",3.08852820599655e-05,0.383333333333333,0.333683431186341,"UNC79","coad"
"724","coad_UNC13C",0.613835229606199,0.357142857142857,0.334783921601036,"UNC13C","coad"
"725","coad_UBR4",3.57302982902531e-14,0.384615384615385,0.329755873400279,"UBR4","coad"
"726","coad_TTN",5.19563707210629e-08,0.342219488220654,0.325403225806452,"TTN","coad"
"727","coad_TRPS1",0.00897538349866485,0.335294117647059,0.339668418930216,"TRPS1","coad"
"728","coad_TRPA1",0.025412515061995,0.336363636363636,0.336929647141161,"TRPA1","coad"
"729","coad_TPTE",0.558752797919242,0.351648351648352,0.341274755722547,"TPTE","coad"
"730","coad_TP53",0.604253228556153,0.335467980295566,0.336263736263736,"TP53","coad"
"731","coad_TNRC18",3.55483412379196e-23,0.305494505494506,0.343210025459327,"TNRC18","coad"
"732","coad_TMEM132D",0.0107210348205913,0.36969696969697,0.328170920982418,"TMEM132D","coad"
"733","coad_TMEM132C",1.68542098539773e-15,0.309090909090909,0.340791609033438,"TMEM132C","coad"
"734","coad_THSD7B",4.2914937044717e-08,0.377622377622378,0.334643298371419,"THSD7B","coad"
"735","coad_THSD7A",2.03972514109e-09,0.383333333333333,0.336693060031133,"THSD7A","coad"
"736","coad_TENM4",9.45475625173681e-05,0.331868131868132,0.340531395532067,"TENM4","coad"
"737","coad_TENM3",8.52519057804332e-24,0.300268216414773,0.345619205797459,"TENM3","coad"
"738","coad_TENM1",0.00766716924611066,0.335626177207245,0.337173549896096,"TENM1","coad"
"739","coad_TCHH",0.852977635647773,0.357142857142857,0.333106126174386,"TCHH","coad"
"740","coad_TAF1L",0.968526173986238,0.357575757575758,0.335177657173818,"TAF1L","coad"
"741","coad_TACC2",0.0011766542656634,0.321678321678322,0.337627581144942,"TACC2","coad"
"742","coad_SYNE2",3.39261261155116e-16,0.300699300699301,0.337264260082143,"SYNE2","coad"
"743","coad_SYNE1",0.299309848145593,0.338656055004182,0.337900545473809,"SYNE1","coad"
"744","coad_SVIL",5.88913805415826e-23,0.4,0.332819519336905,"SVIL","coad"
"745","coad_SSPO",0.00223795392221017,0.330425834740322,0.341268799453532,"SSPO","coad"
"746","coad_SRCAP",6.22255116456443e-16,0.397608333215688,0.3305852064866,"SRCAP","coad"
"747","coad_SPTA1",0.230534127268565,0.345454545454546,0.335471227455083,"SPTA1","coad"
"748","coad_SPEG",0.3755987724987,0.342798187138301,0.332560336698129,"SPEG","coad"
"749","coad_SPATA31D1",2.7807188856528e-06,0.383333333333333,0.335025302671413,"SPATA31D1","coad"
"750","coad_SPATA31A6",5.2220461491441e-05,0.383333333333333,0.336241105770189,"SPATA31A6","coad"
"751","coad_SETD1B",4.29418646973092e-26,0.292582417582418,0.338875184739366,"SETD1B","coad"
"752","coad_SCN3A",8.46605159304304e-11,0.375824175824176,0.333830371532013,"SCN3A","coad"
"753","coad_SALL3",1.13477584023443e-20,0.3,0.343258597643209,"SALL3","coad"
"754","coad_SACS",0.00174047801404257,0.353571428571429,0.329206338353189,"SACS","coad"
"755","coad_RYR3",0.0199228715276934,0.329541047188106,0.331318866580821,"RYR3","coad"
"756","coad_RYR2",4.28779535483882e-05,0.359343671830828,0.33163468618326,"RYR2","coad"
"757","coad_RYR1",0.0207566315406796,0.351185793396394,0.33445459171278,"RYR1","coad"
"758","coad_RP1L1",0.00176489860488435,0.36969696969697,0.333282519512343,"RP1L1","coad"
"759","coad_RP1",3.56968544299381e-05,0.328671328671329,0.337395019671525,"RP1","coad"
"760","coad_RNF43",0.000604989332319092,0.324398932212727,0.335509859904646,"RNF43","coad"
"761","coad_RNF213",4.64299895967412e-15,0.30989010989011,0.343936140320442,"RNF213","coad"
"762","coad_RIMS2",0.044457003386991,0.335664335664336,0.339518047961072,"RIMS2","coad"
"763","coad_RIMS1",0.00135854144733792,0.362886941119322,0.333077073980034,"RIMS1","coad"
"764","coad_RELN",0.0811608867256532,0.364051000849464,0.338334807079228,"RELN","coad"
"765","coad_RBMXL3",7.93688661136558e-26,0.4,0.328102969296,"RBMXL3","coad"
"766","coad_PXDNL",0.00203201955270318,0.333333333333333,0.337684216406789,"PXDNL","coad"
"767","coad_PTPRZ1",0.00638871981362668,0.36969696969697,0.334243404766109,"PTPRZ1","coad"
"768","coad_PTPRT",1.00444185343969e-10,0.318681318681319,0.340442056230836,"PTPRT","coad"
"769","coad_PRUNE2",0.167781385459749,0.366666666666667,0.338672128295047,"PRUNE2","coad"
"770","coad_PREX1",1.07731002004856e-09,0.390909090909091,0.332411542400275,"PREX1","coad"
"771","coad_PLXNA4",1.25569799935112e-07,0.383333333333333,0.334806406878976,"PLXNA4","coad"
"772","coad_PLEC",0.585519566350333,0.339356295878035,0.335641594526515,"PLEC","coad"
"773","coad_PKHD1L1",0.000821633586869018,0.333333333333333,0.340229931612109,"PKHD1L1","coad"
"774","coad_PKHD1",5.3328842638153e-43,0.410989010989011,0.322249899776265,"PKHD1","coad"
"775","coad_PKD1",1.01994531483241e-08,0.317647058823529,0.341558543929795,"PKD1","coad"
"776","coad_PIK3CA",0.751959619882674,0.340784215784216,0.3395425968282,"PIK3CA","coad"
"777","coad_PIEZO2",1.54390953770653e-22,0.287007136888432,0.340107816083411,"PIEZO2","coad"
"778","coad_PCLO",4.17546758801178e-12,0.315037366404365,0.339256945298567,"PCLO","coad"
"779","coad_PCDH17",7.35801740856918e-10,0.371428571428571,0.327201659130053,"PCDH17","coad"
"780","coad_PCDH15",2.64555728768585e-28,0.405594405594406,0.329097840137428,"PCDH15","coad"
"781","coad_PCDH11X",2.84794720082157e-06,0.328671328671329,0.341481935217169,"PCDH11X","coad"
"782","coad_PAPPA2",3.23942236650692e-11,0.373626373626374,0.332763088853439,"PAPPA2","coad"
"783","coad_OTOGL",2.52714758871216e-19,0.398601398601399,0.329578035835416,"OTOGL","coad"
"784","coad_OTOG",3.19695655052951e-11,0.381818181818182,0.332701216118046,"OTOG","coad"
"785","coad_OBSCN",5.57960290681549e-26,0.31013431013431,0.352487441442619,"OBSCN","coad"
"786","coad_NRXN1",1.17230909341458e-60,0.275,0.351366731969899,"NRXN1","coad"
"787","coad_NRK",0.064544022930549,0.35,0.341469558251548,"NRK","coad"
"788","coad_NPAS3",6.04015639879473e-05,0.317994415327175,0.338136282884223,"NPAS3","coad"
"789","coad_NPAP1",2.72864580106773e-21,0.416666666666667,0.33288528220732,"NPAP1","coad"
"790","coad_NOTCH3",0.158941253455751,0.34965034965035,0.334547769991553,"NOTCH3","coad"
"791","coad_NOTCH1",4.23682551528949e-05,0.323076923076923,0.337554009531915,"NOTCH1","coad"
"792","coad_NIPBL",0.531631330758905,0.356643356643357,0.335216515303385,"NIPBL","coad"
"793","coad_NFASC",0.968177249625749,0.34965034965035,0.333902857137721,"NFASC","coad"
"794","coad_NF1",5.5853825130975e-18,0.3,0.343730907220479,"NF1","coad"
"795","coad_NELL1",0.00423590238241753,0.335164835164835,0.340846330705005,"NELL1","coad"
"796","coad_NEB",2.16487942089254e-13,0.378571428571429,0.330190172010241,"NEB","coad"
"797","coad_NALCN",2.17177341889318e-19,0.3,0.338769259193506,"NALCN","coad"
"798","coad_MYT1L",0.750976493511933,0.35,0.33413527256821,"MYT1L","coad"
"799","coad_MYO7B",2.10849966449121e-13,0.310275255493758,0.337130662780346,"MYO7B","coad"
"800","coad_MYO18B",1.49206594757462e-11,0.314685314685315,0.345208176031229,"MYO18B","coad"
"801","coad_MYO16",0.220881667235871,0.353846153846154,0.337917166940019,"MYO16","coad"
"802","coad_MYH2",2.1170947311684e-18,0.3,0.341455895262848,"MYH2","coad"
"803","coad_MYH15",0.000993470078730391,0.366666666666667,0.335877191284186,"MYH15","coad"
"804","coad_MXRA5",1.25097158180576e-06,0.333333333333333,0.342105982608637,"MXRA5","coad"
"805","coad_MUC5B",1.22964919263052e-18,0.31008547008547,0.346246518275405,"MUC5B","coad"
"806","coad_MUC4",2.256596957415e-24,0.304437564499484,0.350148593219805,"MUC4","coad"
"807","coad_MUC17",0.0555606602036571,0.357205677997707,0.337088312382898,"MUC17","coad"
"808","coad_MUC16",0.522451000448447,0.337636154168412,0.334309494161321,"MUC16","coad"
"809","coad_MUC12",2.70945684053492e-22,0.312693498452012,0.345433378789566,"MUC12","coad"
"810","coad_MDN1",1.13723329050222e-09,0.377622377622378,0.332962093002648,"MDN1","coad"
"811","coad_MDGA2",3.12756975632834e-19,0.4,0.332027940604559,"MDGA2","coad"
"812","coad_MAGEL2",5.65245922467457e-15,0.384615384615385,0.333014102906164,"MAGEL2","coad"
"813","coad_LRRC7",0.0547613175058873,0.345454545454545,0.337773776377687,"LRRC7","coad"
"814","coad_LRP2",0.0880860877829354,0.335164835164835,0.337165592537392,"LRP2","coad"
"815","coad_LRP1B",0.000635370989735922,0.332352941176471,0.338312464609135,"LRP1B","coad"
"816","coad_LRP1",0.784943203727623,0.357575757575758,0.337669383123446,"LRP1","coad"
"817","coad_LOXHD1",1.0051414089178e-10,0.381818181818182,0.330365143089902,"LOXHD1","coad"
"818","coad_LAMA5",7.1745619693074e-17,0.302941176470588,0.338540373435462,"LAMA5","coad"
"819","coad_LAMA2",3.07066412058302e-05,0.368131868131868,0.33299749158628,"LAMA2","coad"
"820","coad_LAMA1",2.72569656980313e-05,0.321212121212121,0.337424763390045,"LAMA1","coad"
"821","coad_KRAS",0.322612078477676,0.338190818027468,0.333032687207954,"KRAS","coad"
"822","coad_KMT2D",0.867639708345994,0.338235294117647,0.331523243410072,"KMT2D","coad"
"823","coad_KMT2C",0.00557248110904983,0.356140350877193,0.331693902374531,"KMT2C","coad"
"824","coad_KMT2B",4.89043592254905e-14,0.311764705882353,0.342241949842155,"KMT2B","coad"
"825","coad_KMT2A",3.43417697075523e-29,0.4,0.328241829274506,"KMT2A","coad"
"826","coad_KIAA1109",4.83914386316596e-21,0.293706293706294,0.340776664629222,"KIAA1109","coad"
"827","coad_IGFN1",0.463429071440577,0.346428571428571,0.339879283240462,"IGFN1","coad"
"828","coad_ICE1",6.11512423842371e-15,0.309090909090909,0.339496519641942,"ICE1","coad"
"829","coad_HYDIN",0.245316012121831,0.353846153846154,0.332844173152818,"HYDIN","coad"
"830","coad_HMCN1",1.83366959286619e-06,0.323013415892673,0.341727637278023,"HMCN1","coad"
"831","coad_HERC2",1.55429376967274e-15,0.371428571428571,0.32519855156857,"HERC2","coad"
"832","coad_HERC1",0.0272879013665455,0.335664335664336,0.337735839509438,"HERC1","coad"
"833","coad_HECW1",0.0110109137343949,0.363636363636364,0.332931660970939,"HECW1","coad"
"834","coad_GRM8",0.046344861269866,0.336363636363636,0.339483885985439,"GRM8","coad"
"835","coad_GOLGA6L2",0.000286320194833896,0.328671328671329,0.333792803063549,"GOLGA6L2","coad"
"836","coad_FSIP2",0.175943466528929,0.342510059140814,0.334137577712528,"FSIP2","coad"
"837","coad_FRY",7.59392420970409e-33,0.405594405594406,0.327499852409194,"FRY","coad"
"838","coad_FREM3",1.73925115969762e-20,0.309090909090909,0.343620208310659,"FREM3","coad"
"839","coad_FLNC",0.00242677859999439,0.32967032967033,0.337778210622978,"FLNC","coad"
"840","coad_FLG2",8.8424143078473e-48,0.283333333333333,0.348564810736923,"FLG2","coad"
"841","coad_FLG",1.3291552715058e-19,0.303571428571429,0.345969848279361,"FLG","coad"
"842","coad_FCGBP",0.358538869642763,0.353846153846154,0.336219375502886,"FCGBP","coad"
"843","coad_FBN2",0.976556596846216,0.357142857142857,0.337671992133615,"FBN2","coad"
"844","coad_FAT4",4.39659241149175e-17,0.374104286192229,0.330859893403602,"FAT4","coad"
"845","coad_FAT3",0.101210706253859,0.347826086956522,0.333733003501541,"FAT3","coad"
"846","coad_FAT2",5.05586964012185e-10,0.318627450980392,0.341817005980235,"FAT2","coad"
"847","coad_FAT1",1.98758943030266e-11,0.305882352941176,0.342990505413608,"FAT1","coad"
"848","coad_FAM47A",0.222184966999172,0.363636363636364,0.334145453308171,"FAM47A","coad"
"849","coad_EYS",0.811658756151797,0.346153846153846,0.33467672366021,"EYS","coad"
"850","coad_DST",0.0333148108160358,0.355882352941176,0.336406150975258,"DST","coad"
"851","coad_DSP",0.000104061463581412,0.321212121212121,0.336014335885505,"DSP","coad"
"852","coad_DSCAM",1.35987257333638e-28,0.406060606060606,0.332977955604835,"DSCAM","coad"
"853","coad_DPP6",0.169900136308156,0.357142857142857,0.332504758972399,"DPP6","coad"
"854","coad_DOCK2",0.453340253703568,0.342657342657343,0.336319280081809,"DOCK2","coad"
"855","coad_DNAH9",4.74579530559608e-18,0.39010989010989,0.328467902489335,"DNAH9","coad"
"856","coad_DNAH7",1.02549505634229e-45,0.278571428571429,0.345561247718365,"DNAH7","coad"
"857","coad_DNAH6",0.00668559261809877,0.356643356643357,0.336801843772915,"DNAH6","coad"
"858","coad_DNAH5",2.23391788375215e-06,0.357142857142857,0.329463689803928,"DNAH5","coad"
"859","coad_DNAH3",3.07427608051825e-06,0.323529411764706,0.339654136771356,"DNAH3","coad"
"860","coad_DNAH17",8.73315888855629e-11,0.318681318681319,0.340480903585178,"DNAH17","coad"
"861","coad_DNAH14",0.107225978298236,0.357575757575758,0.338103414843602,"DNAH14","coad"
"862","coad_DNAH11",1.86838941340478e-12,0.308233069127105,0.340075301132295,"DNAH11","coad"
"863","coad_DNAH10",0.0001281381951155,0.324175824175824,0.335345775333472,"DNAH10","coad"
"864","coad_DMD",0.0192479688766933,0.355612817380875,0.336549808803921,"DMD","coad"
"865","coad_DLGAP2",4.09161552768481e-07,0.383333333333333,0.3324517442591,"DLGAP2","coad"
"866","coad_DCHS2",6.32279990036996e-20,0.300220831829683,0.343024414257082,"DCHS2","coad"
"867","coad_DCHS1",1.27044503458174e-18,0.4,0.331731464321365,"DCHS1","coad"
"868","coad_CUBN",2.02676254063531e-31,0.290909090909091,0.345592306562762,"CUBN","coad"
"869","coad_CTNNB1",9.64329603274044e-11,0.316666666666667,0.34233554727521,"CTNNB1","coad"
"870","coad_CSMD3",4.35437996072804e-05,0.321009164773797,0.345082086010797,"CSMD3","coad"
"871","coad_CSMD2",0.0133136205499337,0.366666666666667,0.336756596203706,"CSMD2","coad"
"872","coad_CSMD1",0.0405101503720882,0.335164835164835,0.341765447023177,"CSMD1","coad"
"873","coad_COL6A6",0.356479486728041,0.34965034965035,0.33452439492791,"COL6A6","coad"
"874","coad_COL6A5",3.11941705668623e-11,0.4,0.335074853745703,"COL6A5","coad"
"875","coad_COL6A3",0.0786059417440089,0.357575757575758,0.336903650058975,"COL6A3","coad"
"876","coad_COL5A1",1.48888693713572e-11,0.318796992481203,0.347665874526446,"COL5A1","coad"
"877","coad_COL3A1",0.344744163681597,0.345454545454545,0.337050356684132,"COL3A1","coad"
"878","coad_COL22A1",0.00251956399813362,0.357142857142857,0.33256577268828,"COL22A1","coad"
"879","coad_COL12A1",1.3926566260517e-09,0.381818181818182,0.333290698519362,"COL12A1","coad"
"880","coad_COL11A1",2.14708807682285e-11,0.314685314685315,0.341313272960832,"COL11A1","coad"
"881","coad_CNTNAP2",8.06249653034727e-08,0.383333333333333,0.333948465756637,"CNTNAP2","coad"
"882","coad_CFAP46",3.11960612229286e-17,0.392857142857143,0.327573988619923,"CFAP46","coad"
"883","coad_CELSR1",5.57968324987469e-07,0.319970393399611,0.336402315538791,"CELSR1","coad"
"884","coad_CDH23",0.332385876406222,0.342657342657343,0.334708094156182,"CDH23","coad"
"885","coad_CCDC168",0.00494402400519958,0.326362391224142,0.34062862520489,"CCDC168","coad"
"886","coad_CACNA1G",0.145445364989305,0.354545454545455,0.334872764389343,"CACNA1G","coad"
"887","coad_CACNA1E",0.451007637335269,0.35,0.340324450393815,"CACNA1E","coad"
"888","coad_CACNA1B",1.85606524401735e-14,0.30952380952381,0.340151463659622,"CACNA1B","coad"
"889","coad_CACNA1A",0.810731173299125,0.349450549450549,0.339253607514289,"CACNA1A","coad"
