"","X","pv","mm","wm","gene","ty"
"317","lusc_MEGF8",0.049641488428225,0.542857142857143,0.55348965210423,"MEGF8","lusc"
"318","lusc_MDN1",0.000328099988545193,0.571428571428572,0.5500513232472,"MDN1","lusc"
"319","lusc_MDGA2",0.000309447256389383,0.56764705882353,0.546691737435075,"MDGA2","lusc"
"320","lusc_MAGEL2",1.81652943476453e-05,0.568421052631579,0.546453948327841,"MAGEL2","lusc"
"321","lusc_LRRK2",0.260496926392842,0.556043956043956,0.553583620037738,"LRRK2","lusc"
"322","lusc_LRRC7",3.44915576382612e-05,0.564912280701754,0.548359190444242,"LRRC7","lusc"
"323","lusc_LRP1",0.0197012424542039,0.563636363636364,0.550376476738774,"LRP1","lusc"
"324","lusc_LRFN5",0.206619165338288,0.539393939393939,0.551639878474412,"LRFN5","lusc"
"325","lusc_LOXHD1",1.06640977033776e-06,0.575757575757576,0.546901797269986,"LOXHD1","lusc"
"326","lusc_LAMA5",0.00775593824243568,0.545454545454546,0.553906673901248,"LAMA5","lusc"
"327","lusc_LAMA2",8.05398998031048e-09,0.57843137254902,0.546938775510204,"LAMA2","lusc"
"328","lusc_LAMA1",0.000382640124229675,0.569230769230769,0.550756782140664,"LAMA1","lusc"
"329","lusc_KMT2B",1.89657400764787e-11,0.583333333333333,0.551638837353123,"KMT2B","lusc"
"330","lusc_KIAA1109",1.80056686139157e-09,0.532142857142857,0.554549252484259,"KIAA1109","lusc"
"331","lusc_IGFN1",0.00116373088383812,0.564285714285714,0.54802256716524,"IGFN1","lusc"
"332","lusc_HERC2",3.87264567550984e-15,0.582417582417582,0.546321833452584,"HERC2","lusc"
"333","lusc_HECW1",3.29437026807661e-10,0.523809523809524,0.555746066496024,"HECW1","lusc"
"334","lusc_GRM8",0.00274766344147269,0.545454545454546,0.555464969492952,"GRM8","lusc"
"335","lusc_GPR158",0.0396114884567275,0.545454545454546,0.553663475699558,"GPR158","lusc"
"336","lusc_GOLGA6L2",8.6359215112998e-12,0.531862745098039,0.555905047818505,"GOLGA6L2","lusc"
"337","lusc_FSIP2",0.363681086781404,0.545703338806787,0.553839121414925,"FSIP2","lusc"
"338","lusc_FRY",0.0136693633694132,0.564835164835165,0.549606435769313,"FRY","lusc"
"339","lusc_FREM3",0.000103481263837522,0.533333333333333,0.554586509766705,"FREM3","lusc"
"340","lusc_FMN2",0.584850111477856,0.557312252964427,0.549946223371134,"FMN2","lusc"
"341","lusc_FLG",0.0210046479472818,0.544422968336012,0.553903486013491,"FLG","lusc"
"342","lusc_FCGBP",4.96280436111738e-26,0.510714285714286,0.558594954469795,"FCGBP","lusc"
"343","lusc_FBN2",0.140931096318667,0.547058823529412,0.552167885720134,"FBN2","lusc"
"344","lusc_FAM47A",1.38523355765534e-05,0.539285714285714,0.554892423383367,"FAM47A","lusc"
"345","lusc_F5",0.189269686804604,0.554545454545455,0.552401115085209,"F5","lusc"
"346","lusc_EYS",0.194576535692574,0.556166056166056,0.546097798433248,"EYS","lusc"
"347","lusc_ERICH3",0.529777133144988,0.552795031055901,0.548961593172119,"ERICH3","lusc"
"348","lusc_DST",0.780486247474884,0.552047952047952,0.549536998324526,"DST","lusc"
"349","lusc_DSCAM",3.90673436472617e-31,0.510989010989011,0.55970940548147,"DSCAM","lusc"
"350","lusc_DPP6",1.22089982166591e-09,0.577472527472528,0.54777558650285,"DPP6","lusc"
"351","lusc_DOCK2",0.136101149551725,0.55,0.549573265893249,"DOCK2","lusc"
"352","lusc_DNAH9",0.00037185965093672,0.565217391304348,0.549412708146611,"DNAH9","lusc"
"353","lusc_DNAH8",2.58227245518273e-14,0.525,0.553999708175197,"DNAH8","lusc"
"354","lusc_DNAH7",2.00620193579814e-06,0.535087719298246,0.553200568990043,"DNAH7","lusc"
"355","lusc_DNAH6",6.85464882433823e-07,0.533539731682147,0.553640367123513,"DNAH6","lusc"
"356","lusc_DNAH5",3.99565623155031e-05,0.561831550802139,0.545454545454546,"DNAH5","lusc"
"357","lusc_DNAH3",0.0179168668504756,0.563636363636364,0.551865191435314,"DNAH3","lusc"
"358","lusc_DNAH17",0.128111124009492,0.539393939393939,0.552071086807929,"DNAH17","lusc"
"359","lusc_DNAH14",0.000158597203219887,0.571428571428572,0.54821808267435,"DNAH14","lusc"
"360","lusc_DNAH11",0.294985852412934,0.549019607843137,0.548160535117057,"DNAH11","lusc"
"361","lusc_DNAH10",4.72195960119621e-20,0.593406593406593,0.54412611606664,"DNAH10","lusc"
"362","lusc_DMD",0.202483461959852,0.547987616099071,0.551871736839784,"DMD","lusc"
"363","lusc_DCHS2",7.37660369939635e-12,0.527272727272727,0.555304886776311,"DCHS2","lusc"
"364","lusc_DCHS1",1.4141551575869e-05,0.535714285714286,0.55659543357581,"DCHS1","lusc"
"365","lusc_CUBN",8.23722674088985e-08,0.534782608695652,0.556040216250829,"CUBN","lusc"
"366","lusc_COL6A6",2.32901591697233e-06,0.573426573426574,0.551133598585112,"COL6A6","lusc"
"367","lusc_COL6A5",0.0718280808547905,0.543907846539425,0.55418478461632,"COL6A5","lusc"
"368","lusc_COL6A3",8.50597014794575e-06,0.536363636363636,0.553610955427475,"COL6A3","lusc"
"369","lusc_COL5A1",0.314468049575742,0.554545454545455,0.553500925741596,"COL5A1","lusc"
"370","lusc_COL22A1",0.414248227254278,0.546202265167782,0.54493670886076,"COL22A1","lusc"
"371","lusc_COL12A1",0.000157420618728022,0.566666666666667,0.552696396162821,"COL12A1","lusc"
"372","lusc_COL11A1",4.30976548840836e-06,0.536842105263158,0.553019347273793,"COL11A1","lusc"
"373","lusc_CNTNAP5",0.511453242027329,0.552631578947368,0.554002332871619,"CNTNAP5","lusc"
"374","lusc_CNTN6",3.81965866582494e-06,0.536363636363636,0.552954292084727,"CNTN6","lusc"
"375","lusc_CFAP47",3.05838814863835e-21,0.594405594405594,0.547788931090613,"CFAP47","lusc"
"376","lusc_CFAP46",4.37431845414104e-06,0.571428571428571,0.54729780603839,"CFAP46","lusc"
"377","lusc_CELSR1",0.98003149912453,0.55,0.550420168067227,"CELSR1","lusc"
"378","lusc_CDH23",8.37422437882233e-25,0.6,0.548031282659412,"CDH23","lusc"
"379","lusc_CDH12",0.25393565582487,0.551515151515152,0.552269975360079,"CDH12","lusc"
"380","lusc_CCDC168",0.161168954296717,0.55719759168035,0.544851569674907,"CCDC168","lusc"
"381","lusc_CACNA1G",0.303959483060227,0.55,0.555117814234989,"CACNA1G","lusc"
"382","lusc_CACNA1E",0.352501993145407,0.554545454545455,0.551817662103463,"CACNA1E","lusc"
"383","lusc_CACNA1C",1.38386932638142e-10,0.531468531468532,0.556721378187737,"CACNA1C","lusc"
"384","lusc_CACNA1A",0.959547957840333,0.551515151515152,0.550418994441292,"CACNA1A","lusc"
"385","lusc_C10orf71",5.29086996720636e-06,0.565934065934066,0.549323030682968,"C10orf71","lusc"
"386","lusc_ATP10A",0.0137215724761065,0.545923632610939,0.553294645429477,"ATP10A","lusc"
"387","lusc_ASXL3",0.525416630064082,0.551515151515152,0.549523903642291,"ASXL3","lusc"
"388","lusc_ASTN1",1.38299166849291e-05,0.571428571428571,0.548714391252077,"ASTN1","lusc"
"389","lusc_ASPM",0.015503363481986,0.542857142857143,0.555677655677656,"ASPM","lusc"
"390","lusc_APOB",0.00227013576138316,0.542857142857143,0.552944523470839,"APOB","lusc"
"391","lusc_ANKRD30A",0.599685762016856,0.554945054945055,0.552337625979843,"ANKRD30A","lusc"
"392","lusc_ANK3",2.25447071123677e-08,0.523809523809524,0.556355220098999,"ANK3","lusc"
"393","lusc_ANK2",0.00619403627057492,0.564705882352941,0.545273800533268,"ANK2","lusc"
"394","lusc_ALPK2",0.0408267118524037,0.566666666666667,0.551252588886259,"ALPK2","lusc"
"395","lusc_ALMS1",0.189929582317072,0.564785214785215,0.552216803890404,"ALMS1","lusc"
"396","lusc_AHNAK2",7.72753304681118e-05,0.571428571428572,0.54962976279286,"AHNAK2","lusc"
"397","lusc_AHNAK",8.43172376448721e-06,0.567857142857143,0.546492196592164,"AHNAK","lusc"
"398","lusc_ADGRV1",2.71607728082666e-06,0.573426573426574,0.549421966545868,"ADGRV1","lusc"
"399","lusc_ADGRL3",0.00187500283708876,0.536363636363636,0.554635081552074,"ADGRL3","lusc"
"400","lusc_ADGRG4",0.0377636879560616,0.545454545454546,0.55491047205643,"ADGRG4","lusc"
"401","lusc_ADGB",0.0171472896974424,0.545454545454546,0.552019776982958,"ADGB","lusc"
"402","lusc_ADCY8",2.7069189284558e-07,0.531468531468532,0.554709821166822,"ADCY8","lusc"
"403","lusc_ADAMTS20",0.01330649523703,0.541176470588235,0.551438743584606,"ADAMTS20","lusc"
"404","lusc_ADAMTS16",0.369351410211133,0.545454545454546,0.550919404396734,"ADAMTS16","lusc"
"405","lusc_ADAMTS12",0.00584536753853923,0.545736871823828,0.552413523548954,"ADAMTS12","lusc"
"406","lusc_ABCA13",1.31396771841817e-10,0.534313725490196,0.554750165975555,"ABCA13","lusc"
"407","lusc_ABCA12",5.30111733804123e-10,0.583333333333333,0.549177489177489,"ABCA12","lusc"
"408","lusc_RNF213",1.21525445338577e-31,0.6,0.546812539448769,"RNF213","lusc"
"409","lusc_PTPRT",0.0518536591076111,0.55,0.552597402597403,"PTPRT","lusc"
"410","lusc_NTRK3",0.543514892367424,0.55944055944056,0.550059005523523,"NTRK3","lusc"
"411","lusc_MUC16",0.0694762167938356,0.544117647058824,0.552246985750822,"MUC16","lusc"
"412","lusc_LRP1B",0.256761421661185,0.554697554697555,0.547889995258416,"LRP1B","lusc"
"413","lusc_KMT2C",0.192822164108912,0.560439560439561,0.551461548474812,"KMT2C","lusc"
"414","lusc_FAT4",4.10158588541007e-15,0.527272727272727,0.559058701946533,"FAT4","lusc"
"415","lusc_FAT3",0.268383804191614,0.547148503670243,0.553110995801689,"FAT3","lusc"
"416","lusc_FAM135B",0.000166705299457567,0.5625,0.54290140905672,"FAM135B","lusc"
"417","lusc_COL3A1",0.0397447003261812,0.565934065934066,0.551623691876146,"COL3A1","lusc"
"418","lusc_CNTNAP2",0.000246659985871419,0.563725490196079,0.54824016563147,"CNTNAP2","lusc"
"419","lusc_BIRC6",0.205004982505482,0.552447552447553,0.551511014552053,"BIRC6","lusc"
"420","lusc_MUC4",2.57658982983786e-07,0.572932330827068,0.546106160402945,"MUC4","lusc"
"421","lusc_FAT1",0.0572879040118426,0.548534798534799,0.552203706985169,"FAT1","lusc"
"422","lusc_ATM",1.52153663942294e-11,0.587878787878788,0.550216123493806,"ATM","lusc"
"423","lusc_NOTCH1",0.0195449692066136,0.564912280701754,0.551108704183431,"NOTCH1","lusc"
"424","lusc_PIK3CA",1.21721757915577e-06,0.573426573426574,0.549553292202617,"PIK3CA","lusc"
"425","lusc_NF1",0.145497067267078,0.55944055944056,0.550359790194633,"NF1","lusc"
"426","lusc_ARID1A",0.00814021763629024,0.544117647058824,0.553342169751707,"ARID1A","lusc"
"427","lusc_KMT2D",0.95816738768635,0.552391546162403,0.55076376196784,"KMT2D","lusc"
"428","lusc_CDKN2A",0.98663532005956,0.553921568627451,0.5520624303233,"CDKN2A","lusc"
"429","lusc_PTEN",2.46269735867839e-13,0.517482517482518,0.556375474769398,"PTEN","lusc"
"430","lusc_TP53",1.08024990133757e-10,0.553052102095506,0.5,"TP53","lusc"
"431","luad_MYO7B",1.28051597302717e-12,0.566666666666667,0.516449194269334,"MYO7B","luad"
"432","luad_SACS",1.1471365791553e-16,0.55,0.515514770561769,"SACS","luad"
"433","luad_HMCN1",1.14525118723401e-09,0.545454545454546,0.51604992249146,"HMCN1","luad"
"434","luad_HERC2",0.119567300604869,0.527472527472527,0.51757500534415,"HERC2","luad"
"435","luad_NELL1",0.352657386481233,0.523809523809524,0.521320851573728,"NELL1","luad"
"436","luad_ANK1",0.0051310039795133,0.533333333333333,0.517935793579358,"ANK1","luad"
"437","luad_AHNAK",0.100523061440452,0.514705882352941,0.519225030586971,"AHNAK","luad"
"438","luad_CUBN",0.230645471407524,0.516666666666667,0.517857313832807,"CUBN","luad"
"439","luad_CFAP47",0.0436445017959931,0.510989010989011,0.521269669017906,"CFAP47","luad"
"440","luad_CACNA1A",6.926771813659e-06,0.535714285714286,0.51954395439544,"CACNA1A","luad"
"441","luad_DNAH9",0.836304322366574,0.516483516483516,0.523163738349923,"DNAH9","luad"
"442","luad_PCDH17",0.0576474251077298,0.533333333333333,0.517700555500437,"PCDH17","luad"
"443","luad_ATM",0.000492288991837404,0.5,0.52035403540354,"ATM","luad"
"444","luad_MUC5B",0.0349373639192343,0.516483516483516,0.516965285554311,"MUC5B","luad"
"445","luad_CFAP46",0.463265518589177,0.518181818181818,0.516515981555316,"CFAP46","luad"
"446","luad_CDH23",8.38541190156231e-07,0.5,0.520883260848796,"CDH23","luad"
"447","luad_PRDM9",0.00116898246532349,0.538235294117647,0.515399851544317,"PRDM9","luad"
"448","luad_SI",0.161325193268825,0.524475524475525,0.520540514798837,"SI","luad"
"449","luad_DNAH7",0.00209539145198253,0.531468531468532,0.515076975663007,"DNAH7","luad"
"450","luad_OBSCN",0.391844662742741,0.521155830753354,0.515593707575784,"OBSCN","luad"
"451","luad_UNC13C",1.07065467823707e-08,0.545454545454546,0.514596044603408,"UNC13C","luad"
"452","luad_SETD1B",0.00269927086571051,0.510489510489511,0.522845575477154,"SETD1B","luad"
"453","luad_CACNA1C",0.00128619903954888,0.510989010989011,0.522184772527109,"CACNA1C","luad"
"454","luad_DYNC2H1",0.00143062362814685,0.533333333333333,0.520370398462019,"DYNC2H1","luad"
"455","luad_SPATA31A6",4.33153194889992e-26,0.466666666666667,0.522810803219709,"SPATA31A6","luad"
"456","luad_PPP1R3A",1.20480900449326e-33,0.472727272727273,0.525071884423873,"PPP1R3A","luad"
"457","luad_MDC1",6.55485208544967e-07,0.547619047619048,0.516501409038723,"MDC1","luad"
"458","luad_COL6A3",0.00377454571449091,0.503030303030303,0.521263478265206,"COL6A3","luad"
"459","luad_ZDBF2",1.37172634358134e-07,0.5,0.52115512773047,"ZDBF2","luad"
"460","luad_SCN1A",0.0463417025523915,0.516666666666667,0.519087022055431,"SCN1A","luad"
"461","luad_THSD7B",4.91956446334555e-07,0.55,0.517120487785843,"THSD7B","luad"
"462","luad_DNAH6",3.02321692474897e-12,0.545454545454546,0.517102436100963,"DNAH6","luad"
"463","luad_FLG2",8.90516289619738e-08,0.5,0.521667805878332,"FLG2","luad"
"464","luad_CSMD2",7.63709780381082e-09,0.542857142857143,0.513983311057328,"CSMD2","luad"
"465","luad_DMD",0.0175850114585654,0.510714285714286,0.520834161174454,"DMD","luad"
"466","luad_EYS",0.441671951258595,0.515584415584416,0.516325596139622,"EYS","luad"
"467","luad_DSP",0.0182968767274311,0.503030303030303,0.521423999458273,"DSP","luad"
"468","luad_MYO18B",0.221870471415124,0.517156862745098,0.519072792565079,"MYO18B","luad"
"469","luad_DSCAM",0.025375776886532,0.509090909090909,0.519465147263155,"DSCAM","luad"
"470","luad_LAMA5",0.000370669734894473,0.533333333333333,0.521008100810081,"LAMA5","luad"
"471","luad_SHANK1",4.89119558697846e-05,0.503030303030303,0.521669758812616,"SHANK1","luad"
"472","luad_LOXHD1",0.239047785784224,0.516666666666667,0.520128441697641,"LOXHD1","luad"
"473","luad_ZNF469",0.00115590614653901,0.507352941176471,0.518733720697255,"ZNF469","luad"
"474","luad_LRP1",0.0738227888458807,0.515151515151515,0.518503401360544,"LRP1","luad"
"475","luad_TRPS1",0.619656142530061,0.523809523809524,0.521081671414501,"TRPS1","luad"
"476","luad_TRPA1",0.0144888017563408,0.515151515151515,0.519786081751774,"TRPA1","luad"
"477","luad_CNTNAP2",0.388821055579438,0.52734778121775,0.515593707575784,"CNTNAP2","luad"
"478","luad_FLNC",1.09847714511084e-17,0.489285714285714,0.522876805808002,"FLNC","luad"
"479","luad_RELN",2.21951516888656e-11,0.545864661654135,0.509288482525685,"RELN","luad"
"480","luad_HECW1",4.85489222107254e-17,0.483516483516484,0.52200217037439,"HECW1","luad"
"481","luad_DNAH11",0.000259473047037834,0.533333333333333,0.517899789978998,"DNAH11","luad"
"482","luad_LAMA2",7.55310535276661e-15,0.551515151515152,0.513941672362725,"LAMA2","luad"
"483","luad_COL6A6",0.246307855064711,0.516666666666667,0.520061566343674,"COL6A6","luad"
"484","luad_LRP2",0.0048663110709811,0.538461538461539,0.515363688057025,"LRP2","luad"
"485","luad_TENM1",0.592864103291452,0.525274725274725,0.519428976409841,"TENM1","luad"
"486","luad_NALCN",0.389849632204537,0.515151515151515,0.518556947880916,"NALCN","luad"
"487","luad_TMEM132D",1.98947995923826e-06,0.5,0.52081301124011,"TMEM132D","luad"
"488","luad_ADAMTS20",2.60343105761031e-09,0.494505494505495,0.520632698768197,"ADAMTS20","luad"
"489","luad_PKHD1L1",0.00250787635553574,0.507142857142857,0.522752497225305,"PKHD1L1","luad"
"490","luad_PXDNL",0.098844187659989,0.510989010989011,0.521744438415627,"PXDNL","luad"
"491","luad_RIMS1",0.754396206656235,0.516666666666667,0.520384819097484,"RIMS1","luad"
"492","luad_DNAH8",0.475234310373071,0.517482517482518,0.518995435260246,"DNAH8","luad"
"493","luad_ADGRV1",9.8999741315404e-13,0.490909090909091,0.525343269247628,"ADGRV1","luad"
"494","luad_ERICH3",1.85112622343239e-07,0.545454545454546,0.516561017589522,"ERICH3","luad"
"495","luad_COL6A5",1.14383657058448e-05,0.505494505494505,0.522417669623425,"COL6A5","luad"
"496","luad_ARMCX4",0.00340871441032724,0.5,0.523900390039004,"ARMCX4","luad"
"497","luad_PIEZO2",0.00224242395515681,0.531862745098039,0.51408174309675,"PIEZO2","luad"
"498","luad_RYR3",2.37362395226122e-10,0.549019607843137,0.510868976353083,"RYR3","luad"
"499","luad_DST",3.35166695763663e-17,0.485714285714286,0.523163709315585,"DST","luad"
"500","luad_COL3A1",1.0839476692395e-11,0.490909090909091,0.523523207827237,"COL3A1","luad"
"501","luad_ADGRG4",1.55960319304349e-05,0.5,0.519890817469205,"ADGRG4","luad"
"502","luad_NRK",2.53177161402695e-11,0.5,0.523508921324598,"NRK","luad"
"503","luad_FAM47A",2.3074135387324e-17,0.48951048951049,0.524984220492321,"FAM47A","luad"
"504","luad_ZNF536",3.78472904229062e-08,0.502941176470588,0.521321357166304,"ZNF536","luad"
"505","luad_ZNF208",0.00117183170863495,0.5,0.523216321632163,"ZNF208","luad"
"506","luad_SALL3",0.000641484042403003,0.5,0.522344810440752,"SALL3","luad"
"507","luad_LAMA1",0.0217188009428271,0.527272727272727,0.518294111170457,"LAMA1","luad"
"508","luad_DNAH17",5.97615693295619e-13,0.55,0.515751575157516,"DNAH17","luad"
"509","luad_CACNA1G",0.0245535930313832,0.515151515151515,0.518342609771181,"CACNA1G","luad"
"510","luad_NF1",0.164846048176119,0.516483516483517,0.522172452407615,"NF1","luad"
"511","luad_MYH2",0.69755453852749,0.516666666666667,0.518741430369663,"MYH2","luad"
"512","luad_DNAH3",0.800131172294177,0.524475524475525,0.520247213923602,"DNAH3","luad"
"513","luad_ACAN",0.000186757943956596,0.503030303030303,0.520344125897398,"ACAN","luad"
"514","luad_NPAP1",0.269571174113715,0.523219814241486,0.515334281650071,"NPAP1","luad"
"515","luad_MAGEL2",0.387916435717374,0.516666666666667,0.519515979827519,"MAGEL2","luad"
"516","luad_LRFN5",0.911870595407698,0.518181818181818,0.520035193083794,"LRFN5","luad"
"517","luad_CCDC168",0.136592272379739,0.515527950310559,0.519149717326006,"CCDC168","luad"
"518","luad_OTOGL",0.19642899991318,0.509090909090909,0.519055011685886,"OTOGL","luad"
"519","luad_KMT2D",0.00105074081217715,0.533333333333333,0.518308750959086,"KMT2D","luad"
"520","luad_TENM4",1.70925920776083e-06,0.5,0.521767705978232,"TENM4","luad"
"521","luad_OTOG",0.292941550463762,0.517156862745098,0.522663871892483,"OTOG","luad"
"522","luad_DCHS1",0.762505965237469,0.524142524142524,0.518972423597091,"DCHS1","luad"
"523","luad_TACC2",0.000596609250414482,0.536363636363636,0.516279558737229,"TACC2","luad"
"524","luad_C10orf71",0.365793298061947,0.531468531468532,0.519632337471071,"C10orf71","luad"
"525","luad_ANKRD30A",3.21007698786129e-11,0.496503496503497,0.521242217890725,"ANKRD30A","luad"
"526","luad_CACNA1B",0.13162855856009,0.516483516483516,0.519031470428649,"CACNA1B","luad"
"527","luad_SVEP1",1.19434179286424e-07,0.5,0.522387774228717,"SVEP1","luad"
"528","luad_PRUNE2",0.30184851980251,0.517482517482518,0.519132653061224,"PRUNE2","luad"
"529","luad_RIMS2",1.2445324436336e-08,0.538461538461539,0.509195598603422,"RIMS2","luad"
"530","luad_ZFHX4",0.00166891142770781,0.50745166045706,0.51952648851383,"ZFHX4","luad"
"531","luad_DLGAP2",0.920678815359824,0.516666666666667,0.519559073261766,"DLGAP2","luad"
"532","luad_MGAM2",0.0110970077894558,0.510835913312694,0.518107978977544,"MGAM2","luad"
"533","luad_GRM8",4.47028902933409e-10,0.544117647058824,0.512011478817901,"GRM8","luad"
"534","luad_PTPRZ1",6.3966204927515e-07,0.5,0.523184446616961,"PTPRZ1","luad"
"535","luad_MUC17",0.00158793350774094,0.529367536488279,0.511072482324695,"MUC17","luad"
"536","luad_ABCA13",0.0017590058374261,0.512254901960784,0.519716410449679,"ABCA13","luad"
"537","luad_TNRC18",0.00426913669431978,0.503030303030303,0.519413919413919,"TNRC18","luad"
"538","luad_SYNE1",0.989495613060887,0.523529411764706,0.517352511115753,"SYNE1","luad"
"539","luad_MDN1",0.432223105937877,0.516666666666667,0.52038403840384,"MDN1","luad"
"540","luad_PKHD1",3.84961199752183e-05,0.506707946336429,0.519127249562032,"PKHD1","luad"
"541","luad_DOCK2",5.11700745021732e-17,0.481818181818182,0.521731091686909,"DOCK2","luad"
"542","luad_FBN2",0.225668543096664,0.515584415584416,0.51615062025134,"FBN2","luad"
"543","luad_NIPBL",1.58998808253251e-06,0.547619047619048,0.519145693429734,"NIPBL","luad"
"544","luad_CDH12",0.00413962243547339,0.536363636363636,0.517079583015801,"CDH12","luad"
"545","luad_ICE1",0.154316113705954,0.516483516483516,0.518766956049919,"ICE1","luad"
"546","luad_ADAMTS16",0.478925723525769,0.524475524475525,0.519219832279237,"ADAMTS16","luad"
"547","luad_DCHS2",3.26054993369731e-05,0.5,0.519138496667948,"DCHS2","luad"
"548","luad_FAT4",0.651288894506806,0.51702786377709,0.519594843971111,"FAT4","luad"
"549","luad_KIAA1211",0.394976419414736,0.520879120879121,0.515917258952133,"KIAA1211","luad"
"550","luad_MUC4",0.000155545788919632,0.535714285714286,0.51622048066845,"MUC4","luad"
"551","luad_SPEG",0.0205377141449042,0.511278195488722,0.519566138116442,"SPEG","luad"
"552","luad_UNC80",2.5034969242699e-13,0.490909090909091,0.521150164360799,"UNC80","luad"
"553","luad_FSIP2",1.05655871247786e-07,0.5,0.520401695682595,"FSIP2","luad"
"554","luad_SCN3A",7.90901674893568e-08,0.5,0.519996939731844,"SCN3A","luad"
"555","luad_LRP1B",0.379420484885886,0.516087516087516,0.516335455656312,"LRP1B","luad"
"556","luad_CTNNA2",3.82113889448809e-06,0.543956043956044,0.516965285554311,"CTNNA2","luad"
"557","luad_FMN2",0.228301948506765,0.509090909090909,0.521602041302926,"FMN2","luad"
"558","luad_DNAH14",0.0117301142720139,0.521428571428571,0.516352996423798,"DNAH14","luad"
"559","luad_USH2A",2.52493069042789e-06,0.502558398220245,0.5182570593963,"USH2A","luad"
"560","luad_IGFN1",0.0181115120336196,0.507142857142857,0.519316979077112,"IGFN1","luad"
"561","luad_ASPM",0.244676624425692,0.516483516483517,0.517091265397536,"ASPM","luad"
"562","luad_CACNA1E",8.09346140348938e-05,0.538235294117647,0.514495240368834,"CACNA1E","luad"
"563","luad_ASTN1",0.0318228997545234,0.516483516483516,0.520396444131964,"ASTN1","luad"
"564","luad_TEX13C",2.87150072006066e-06,0.539393939393939,0.516314162028448,"TEX13C","luad"
"565","luad_PCDH11X",3.00831832806793e-09,0.494505494505495,0.520895583816932,"PCDH11X","luad"
"566","luad_MXRA5",0.873808253925706,0.523529411764706,0.517882335249727,"MXRA5","luad"
"567","luad_PTPRT",5.79779417843471e-06,0.501754385964912,0.521242915770959,"PTPRT","luad"
"568","luad_PEG3",0.279530363506799,0.527272727272727,0.51856524427953,"PEG3","luad"
"569","luad_RYR1",0.0277117432019917,0.532142857142857,0.51737101374125,"RYR1","luad"
"570","luad_ZNF729",2.51054275968395e-21,0.475524475524476,0.52484130037004,"ZNF729","luad"
"571","luad_ALPK2",1.04465706233317e-06,0.5,0.520510037981552,"ALPK2","luad"
"572","luad_MYH1",0.000794735191008096,0.507352941176471,0.520275615155929,"MYH1","luad"
"573","luad_NTRK3",2.14187880994802e-21,0.482517482517482,0.52400629867702,"NTRK3","luad"
"574","luad_AHNAK2",0.00217141383339924,0.506512605042017,0.521589217695197,"AHNAK2","luad"
"575","luad_UNC79",0.515121378382143,0.519607843137255,0.519244329197669,"UNC79","luad"
"576","luad_SYNE2",2.79824958913322e-20,0.483516483516484,0.524279007377599,"SYNE2","luad"
"577","luad_NPAS3",0.258207559284318,0.515151515151515,0.520024737167594,"NPAS3","luad"
"578","luad_FRY",0.0788280441938774,0.515151515151515,0.519820269718402,"FRY","luad"
"579","luad_TMEM132C",0.00055443239127975,0.531468531468532,0.51884506773985,"TMEM132C","luad"
"580","luad_DNAH10",0.000446713652635818,0.536363636363636,0.515372694980159,"DNAH10","luad"
"581","luad_NOS1",2.05173846154125e-05,0.538461538461538,0.515004447965252,"NOS1","luad"
"582","luad_PTPRQ",0.0189530125500469,0.527272727272727,0.518775510204082,"PTPRQ","luad"
"583","luad_NAV3",1.68950383105115e-05,0.533568284813405,0.509004585897582,"NAV3","luad"
"584","luad_FAT3",0.56539814572735,0.514041514041514,0.51582369037612,"FAT3","luad"
"585","luad_SORCS1",0.399485020434209,0.516666666666667,0.519917551510145,"SORCS1","luad"
"586","luad_PCDH15",4.59374354780116e-13,0.49243176524232,0.523490661167096,"PCDH15","luad"
"587","luad_WDFY4",1.4733270059088e-05,0.5,0.519668737060041,"WDFY4","luad"
"588","luad_COL5A1",0.00947620868030683,0.533333333333333,0.522170829478878,"COL5A1","luad"
"589","luad_SPATA31D1",0.000200937643389485,0.503030303030303,0.521984120208316,"SPATA31D1","luad"
"590","luad_TAF1L",2.28764173425545e-05,0.5,0.521430183769295,"TAF1L","luad"
"591","luad_COL22A1",7.74240499582457e-10,0.5,0.524056511327315,"COL22A1","luad"
"592","luad_FAM135B",0.00301380289394823,0.527272727272727,0.512414800389484,"FAM135B","luad"
"593","luad_ADCY8",0.950140778801174,0.516666666666667,0.519777316763444,"ADCY8","luad"
"594","luad_CSMD3",0.393920205208735,0.517374517374517,0.513143280266568,"CSMD3","luad"
"595","luad_RP1L1",8.25256764628196e-05,0.5,0.520442666927379,"RP1L1","luad"
"596","luad_CSMD1",0.856402401453414,0.520045172219085,0.51636655245316,"CSMD1","luad"
"597","luad_SSPO",0.0426715903656517,0.514705882352941,0.517469907371731,"SSPO","luad"
"598","luad_PLXNA4",0.00757193456617127,0.507292707292707,0.519093318299558,"PLXNA4","luad"
"599","luad_ZAN",0.333315012184443,0.518181818181818,0.517673462583681,"ZAN","luad"
"600","luad_PCLO",0.000133551899683791,0.503952569169961,0.521785277006659,"PCLO","luad"
"601","luad_VCAN",0.125618441551569,0.514285714285714,0.517693474774186,"VCAN","luad"
"602","luad_ADAMTS12",0.00977277608595981,0.508771929824561,0.517219520019451,"ADAMTS12","luad"
"603","luad_DNAH5",3.83859625090563e-11,0.55,0.512676766089247,"DNAH5","luad"
"604","luad_FAT1",0.000386596328814595,0.534065934065934,0.514179731243001,"FAT1","luad"
